am_sid,rgn_id,rgn_name,rgn_range_km2,iucn_sid,map_iucn_sid,spatial_source,cat_score,sciname
Fis-22776,210,Japan,1503539.414,170342,170342,iucn,0,Gymnosarda unicolor
Fis-22823,210,Japan,181769.4509,170343,170343,iucn,0,Scomberomorus koreanus
Fis-22739,112,Cuba,364798.2272,170344,170344,iucn,0,Auxis thazard
Fis-22739,162,New Zealand,954940.1145,170344,170344,iucn,0,Auxis thazard
Fis-22739,210,Japan,1540368.364,170344,170344,iucn,0,Auxis thazard
Fis-22739,1e3,Gaviota,30705.32,170344,170344,iucn,0,Auxis thazard
Fis-22759,112,Cuba,339035.4807,170345,170345,iucn,0,Euthynnus alletteratus
Fis-29265,162,New Zealand,2358487.3825,170349,170349,iucn,0,Allothunnus fallai
Fis-21631,1e3,Gaviota,30705.32,170352,170352,iucn,0,Sarda chiliensis
Fis-22738,112,Cuba,364798.2272,170355,170355,iucn,0,Auxis rochei
Fis-22738,162,New Zealand,954940.1145,170355,170355,iucn,0,Auxis rochei
Fis-22738,210,Japan,1540368.364,170355,170355,iucn,0,Auxis rochei
Fis-22738,1e3,Gaviota,30705.32,170355,170355,iucn,0,Auxis rochei
Fis-21662,210,Japan,353438.4562,170358,170358,iucn,0,Grammatorcynus bilineatus
Fis-25671,210,Japan,343595.5204,172363,172363,iucn,0,Elops machnata
Fis-26219,210,Japan,274139.3615,172416,172416,iucn,0,Chelonodon patoca
Fis-26596,210,Japan,1041857.0197000001,172487,172487,iucn,0,Omobranchus punctatus
NA,1e3,Gaviota,30705.32,173320,173320,iucn,0,Phyllospadix torreyi
NA,162,New Zealand,163762.7337,173323,173323,iucn,0,Ruppia polycarpa
NA,210,Japan,437599.1445,173327,173327,iucn,0,Halodule pinifolia
NA,210,Japan,374333.8961,173328,173328,iucn,0,Halodule uninervis
NA,210,Japan,433973.909,173331,173331,iucn,0,Enhalus acoroides
NA,210,Japan,435848.2222,173332,173332,iucn,0,Syringodium isoetifolium
NA,210,Japan,393830.6904,173335,173335,iucn,0.2,Zostera caulescens
NA,112,Cuba,177630.8892,173337,173337,iucn,0.2,Halophila engelmanni
NA,210,Japan,797382.5576,173339,173339,iucn,0.2,Zostera asiatica
NA,1e3,Gaviota,25565.08,173339,173339,iucn,0.2,Zostera asiatica
NA,210,Japan,98543.2795,173341,173341,iucn,0.6,Phyllospadix japonicus
NA,210,Japan,138430.6646,173344,173344,iucn,0.4,Phyllospadix iwatensis
NA,210,Japan,10373.2792,173345,173345,iucn,0.6,Zostera geojeensis
Kew-308879,112,Cuba,306363.7261,173346,173346,iucn,0,Thalassia testudinum
NA,210,Japan,1075787.1563,173348,173348,iucn,0,Zostera japonica
NA,162,New Zealand,39521.237199999996,173351,173351,iucn,0,Ruppia megacarpa
SLB-159390,112,Cuba,311774.015,173352,173352,iucn,0,Halophila decipiens
SLB-159390,210,Japan,396886.2382,173352,173352,iucn,0,Halophila decipiens
NA,210,Japan,369670.531,173357,173357,iucn,0.4,Zostera caespitosa
NA,210,Japan,369680.6916,173358,173358,iucn,0,Cymodocea serrulata
NA,210,Japan,369680.6916,173363,173363,iucn,0,Cymodocea rotundata
NA,210,Japan,525618.4511000001,173364,173364,iucn,0,Thalassia hemprichii
NA,1e3,Gaviota,30705.32,173367,173367,iucn,0,Phyllospadix scouleri
SLB-173431,112,Cuba,306363.7261,173372,173372,iucn,0,Halodule wrightii
NA,1e3,Gaviota,17884.88,173373,173373,iucn,0,Zostera pacifica
NA,210,Japan,449062.7593,173376,173376,iucn,0,Halophila minor
NA,162,New Zealand,18699.9708,173377,173377,iucn,0,Ruppia tuberosa
Kew-288211,112,Cuba,306363.7261,173378,173378,iucn,0,Syringodium filiforme
NA,210,Japan,597506.3129,173381,173381,iucn,0.2,Halophila nipponica
NA,112,Cuba,5658.56,173382,173382,iucn,0.4,Halophila baillonii
NA,162,New Zealand,748688.2996,173384,173384,iucn,0,Zostera muelleri
NA,210,Japan,261722.7555,176706,176706,iucn,0,Emydocephalus ijimae
SLB-88859,210,Japan,930.1394,176708,176708,iucn,0,Astrotia stokesii
NA,210,Japan,930.1394,176711,176711,iucn,0,Thalassophina viperina
NA,210,Japan,192202.9,176721,176721,iucn,0.2,Laticauda semifasciata
Rep-6239,210,Japan,930.1394,176726,176726,iucn,0,Hydrophis cyanocinctus
Rep-6263,210,Japan,471356.2111,176737,176737,iucn,0,Hydrophis ornatus
SLB-184619,210,Japan,729503.5147,176738,176738,iucn,0,Pelamis platura
Rep-6750,210,Japan,64368.7687,176750,176750,iucn,0,Laticauda colubrina
SLB-88849,210,Japan,930.1394,176756,176756,iucn,0,Acalyptophis peronii
NA,210,Japan,930.1394,176765,176765,iucn,0,Hydrophis gracilis
NA,210,Japan,930.1394,176767,176767,iucn,0,Kerilia jerdoni
Rep-6754,210,Japan,473309.5023,176771,176771,iucn,0,Laticauda laticaudata
NA,112,Cuba,251835.8193,177110,177110,iucn,0,Acrostichum aureum
Fis-23658,210,Japan,700560.4871,177950,177950,iucn,0,Naso lituratus
Fis-146734,210,Japan,334079.8214,177951,177951,iucn,0,Naso tonganus
Fis-29261,112,Cuba,306363.7261,177953,177953,iucn,0,Acanthurus coeruleus
Fis-31620,210,Japan,633261.7433,177955,177955,iucn,0,Ctenochaetus binotatus
Fis-25286,210,Japan,574364.3934000001,177957,177957,iucn,0,Acanthurus maculiceps
Fis-145166,210,Japan,158223.7333,177958,177958,iucn,0,Ctenochaetus cyanocheilus
Fis-30911,210,Japan,422897.3208,177960,177960,iucn,0,Acanthurus achilles
Fis-32459,210,Japan,51988.713599999995,177962,177962,iucn,0,Naso fageni
Fis-23321,162,New Zealand,93738.3406,177965,177965,iucn,0,Acanthurus triostegus
Fis-23321,210,Japan,918213.6785,177965,177965,iucn,0,Acanthurus triostegus
Fis-29578,210,Japan,564963.2793,177967,177967,iucn,0,Acanthurus mata
Fis-25952,210,Japan,668792.6563,177969,177969,iucn,0,Acanthurus nigricans
Fis-23659,162,New Zealand,76053.7038,177970,177970,iucn,0,Naso unicornis
Fis-23659,210,Japan,989476.6826000001,177970,177970,iucn,0,Naso unicornis
Fis-31087,210,Japan,531386.0451,177971,177971,iucn,0,Acanthurus blochii
Fis-25955,210,Japan,642421.317,177972,177972,iucn,0,Paracanthurus hepatus
Fis-26340,210,Japan,761.7116000000001,177975,177975,iucn,0,Naso minor
Fis-53679,210,Japan,542306.1037,177977,177977,iucn,0,Acanthurus japonicus
NA,210,Japan,447382.1173,177978,177978,iucn,0,Acanthurus bariene
Fis-31623,210,Japan,579311.7582,177979,177979,iucn,0,Naso lopezi
Fis-26339,210,Japan,477340.9295,177980,177980,iucn,0,Naso thynnoides
Fis-29579,162,New Zealand,44344.3735,177981,177981,iucn,0,Acanthurus dussumieri
Fis-29579,210,Japan,850120.4504,177981,177981,iucn,0,Acanthurus dussumieri
Fis-22976,112,Cuba,306363.7261,177982,177982,iucn,0,Acanthurus chirurgus
Fis-25958,210,Japan,238828.435,177983,177983,iucn,0,Naso brachycentron
Fis-25957,210,Japan,717691.1803,177988,177988,iucn,0,Naso annulatus
Fis-29584,210,Japan,864691.7585,177989,177989,iucn,0,Acanthurus xanthopterus
Fis-25959,210,Japan,883947.2248,177990,177990,iucn,0,Naso brevirostris
Fis-31082,210,Japan,875251.042,177991,177991,iucn,0,Acanthurus olivaceus
Fis-23320,210,Japan,615849.1276,177993,177993,iucn,0,Acanthurus lineatus
Fis-31078,210,Japan,286474.734,177995,177995,iucn,0,Acanthurus guttatus
Fis-23657,210,Japan,702553.4183,178002,178002,iucn,0,Naso hexacanthus
Fis-25907,210,Japan,669379.469,178005,178005,iucn,0,Zebrasoma scopas
Fis-25282,210,Japan,681466.428,178008,178008,iucn,0,Acanthurus thompsoni
Fis-163883,210,Japan,508556.0357,178010,178010,iucn,0,Zebrasoma veliferum
Fis-25283,210,Japan,664999.9057,178011,178011,iucn,0,Acanthurus leucopareius
Fis-23451,210,Japan,595962.2062,178012,178012,iucn,0,Ctenochaetus striatus
Fis-31621,210,Japan,545632.2572,178014,178014,iucn,0,Ctenochaetus hawaiiensis
Fis-25956,210,Japan,732741.1414,178015,178015,iucn,0,Zebrasoma flavescens
Fis-31084,210,Japan,238828.435,178017,178017,iucn,0,Acanthurus nigricauda
Fis-25284,210,Japan,870186.992,178019,178019,iucn,0,Acanthurus nigrofuscus
Fis-32088,210,Japan,741752.1679,178020,178020,iucn,0,Naso maculatus
Fis-31081,210,Japan,698032.2373,178022,178022,iucn,0,Acanthurus pyroferus
Fis-35281,162,New Zealand,217521.22,178025,178025,iucn,0,Prionurus maculatus
NA,1e3,Gaviota,30705.32,178043,178043,iucn,0,Albula esuncula
NA,112,Cuba,96390.6562,178256,178256,iucn,0,Leiocephalus carinatus
NA,162,New Zealand,6038.4414,178264,178264,iucn,0.2,Oligosoma acrinasum
NA,112,Cuba,5605.3,178451,178451,iucn,0.2,Sphaerodactylus richardi
NA,162,New Zealand,15480.4111,178624,178624,iucn,0,Oligosoma suteri
NA,112,Cuba,251835.8193,178798,178798,iucn,0,Laguncularia racemosa
NA,210,Japan,33593.3118,178800,178800,iucn,0,Nypa fruticans
NA,210,Japan,214203.1824,178803,178803,iucn,0,Bruguiera gymnorhiza
NA,210,Japan,53395.153600000005,178804,178804,iucn,0,Sonneratia alba
SLB-183508,112,Cuba,251835.8193,178806,178806,iucn,0,Conocarpus erectus
NA,112,Cuba,251835.8193,178810,178810,iucn,0,Acrostichum danaeifolium
SLB-172427,112,Cuba,251835.8193,178811,178811,iucn,0,Avicennia germinans
NA,210,Japan,930.1394,178822,178822,iucn,0,Ceriops tagal
NA,210,Japan,194497.5824,178825,178825,iucn,0,Rhizophora mucronata
NA,162,New Zealand,126531.753,178828,178828,iucn,0,Avicennia marina
NA,210,Japan,104541.522,178828,178828,iucn,0,Avicennia marina
NA,210,Japan,62442.271400000005,178838,178838,iucn,0,Pemphis acidula
NA,210,Japan,63054.7756,178842,178842,iucn,0,Excoecaria agallocha
NA,210,Japan,62244.2218,178846,178846,iucn,0,Lumnitzera racemosa
NA,210,Japan,121552.1646,178850,178850,iucn,0,Rhizophora stylosa
NA,112,Cuba,251835.8193,178851,178851,iucn,0,Rhizophora mangle
NA,210,Japan,62442.271400000005,178852,178852,iucn,0,Heritiera littoralis
NA,210,Japan,62244.2218,178854,178854,iucn,0,Lumnitzera littorea
NA,210,Japan,259824.6845,178855,178855,iucn,0,Kandelia obovata
NA,210,Japan,53521.92,180226,180226,iucn,0,Holothuria erinaceaus
NA,112,Cuba,260057.2142,180227,180227,iucn,0,Molpadiodemas porphyrus
NA,112,Cuba,306363.7261,180228,180228,iucn,0,Holothuria floridana
NA,162,New Zealand,8168.67,180231,180231,iucn,0,Holothuria verrucosa
SLB-92916,210,Japan,1054026.0741,180235,180235,iucn,0,Holothuria hilla
W-Hol-732226,210,Japan,100518.2781,180246,180246,iucn,0,Holothuria difficilis
NA,112,Cuba,306363.7261,180252,180252,iucn,0,Holothuria glaberrima
SLB-66022,210,Japan,236350.60510000002,180257,180257,iucn,0.6,Holothuria scabra
NA,112,Cuba,306363.7261,180258,180258,iucn,0,Holothuria surinamensis
NA,112,Cuba,7505.8134,180263,180263,iucn,0,Molpadiodemas epibiotus
SLB-88336,210,Japan,289351.6015,180265,180265,iucn,0.4,Actinopyga miliaris
NA,162,New Zealand,654548.2659,180284,180284,iucn,0,Stichopus mollis
W-Hol-732374,162,New Zealand,93738.3406,180286,180286,iucn,0,Holothuria pardalis
W-Hol-732374,210,Japan,930.1394,180286,180286,iucn,0,Holothuria pardalis
W-Hol-149898,112,Cuba,19312.3653,180298,180298,iucn,0,Parastichopus regalis
NA,162,New Zealand,666917.9959,180332,180332,iucn,0,Australostichopus mollis
SLB-65995,112,Cuba,306363.7261,180353,180353,iucn,0,Actinopyga agassizi
NA,1e3,Gaviota,30705.32,180368,180368,iucn,0.4,Apostichopus parvimensis
NA,112,Cuba,323168.1598,180371,180371,iucn,0,Holothuria lentiginosa
SLB-88370,210,Japan,65008.063200000004,180375,180375,iucn,0,Holothuria leucospilota
NA,112,Cuba,297967.7049,180377,180377,iucn,0,Bathyplotes pourtalesii
NA,112,Cuba,323168.1598,180380,180380,iucn,0,Holothuria pseudofossor
NA,112,Cuba,306363.7261,180385,180385,iucn,0,Holothuria grisea
SLB-88369,210,Japan,1116321.1464,180400,180400,iucn,0,Holothuria edulis
NA,112,Cuba,323168.1598,180413,180413,iucn,0,Holothuria occidentalis
SLB-88397,210,Japan,275478.6912,180414,180414,iucn,0,Holothuria fuscopunctata
SLB-66003,112,Cuba,9959.0656,180421,180421,iucn,0,Holothuria atra
SLB-66003,210,Japan,382617.017,180421,180421,iucn,0,Holothuria atra
W-Hol-241776,210,Japan,763635.833,180424,180424,iucn,0.6,Apostichopus japonicus
W-Hol-529363,1e3,Gaviota,30705.32,180436,180436,iucn,0,Parastichopus californicus
SLB-92934,210,Japan,346259.9805,180443,180443,iucn,0,Holothuria rigida
NA,112,Cuba,305107.3468,180452,180452,iucn,0,Bathyplotes natans
NA,162,New Zealand,209506.7496,180452,180452,iucn,0,Bathyplotes natans
NA,210,Japan,779930.186,180452,180452,iucn,0,Bathyplotes natans
NA,112,Cuba,238664.6539,180465,180465,iucn,0,Synallactes crucifera
NA,112,Cuba,330857.3469,180468,180468,iucn,0,Mesothuria lactea
NA,112,Cuba,306190.2925,180469,180469,iucn,0,Holothuria parvula
NA,210,Japan,8132.3944,180475,180475,iucn,0,Paelopatides appendiculata
NA,210,Japan,738972.1667,180476,180476,iucn,0,Stichopus naso
W-Hol-149789,210,Japan,761.7116000000001,180477,180477,iucn,0,Stichopus chloronotus
W-Hol-210916,210,Japan,449772.0578,180481,180481,iucn,0.6,Thelenota ananas
NA,162,New Zealand,8168.67,180483,180483,iucn,0,Holothuria flavomaculata
NA,210,Japan,63156.1411,180483,180483,iucn,0,Holothuria flavomaculata
NA,210,Japan,595212.7504,180487,180487,iucn,0,Holothuria moebii
W-Hol-732363,112,Cuba,306363.7261,180492,180492,iucn,0,Holothuria mexicana
NA,112,Cuba,304739.7205,180493,180493,iucn,0,Astichopus multifidus
SLB-159332,210,Japan,992254.0689,180494,180494,iucn,0,Holothuria fuscocinerea
NA,112,Cuba,306363.7261,180497,180497,iucn,0,Holothuria thomasi
SLB-169637,210,Japan,284064.811,180504,180504,iucn,0,Holothuria cinerascens
NA,112,Cuba,306363.7261,180509,180509,iucn,0,Holothuria cubana
W-Hol-367868,112,Cuba,306363.7261,180519,180519,iucn,0,Isostichopus badionotus
W-Hol-732377,210,Japan,9634.2211,180525,180525,iucn,0,Holothuria pervicax
W-Hol-732701,210,Japan,9047.1178,180534,180534,iucn,0,Holothuria inhabilis
W-Hol-210768,210,Japan,930.1394,180541,180541,iucn,0,Bohadschia argus
NA,112,Cuba,40815.4674,180549,180549,iucn,0,Holothuria princeps
NA,1e3,Gaviota,30705.32,183239,183239,iucn,0,Diplectrum maximum
Fis-28209,1e3,Gaviota,30705.32,183261,183261,iucn,0,Hemanthias signifer
Fis-25000,1e3,Gaviota,30705.32,183276,183276,iucn,0,Sphoeroides lobatus
Fis-29645,1e3,Gaviota,20500.64,183283,183283,iucn,0,Pronotogrammus multifasciatus
Fis-24701,1e3,Gaviota,30705.32,183367,183367,iucn,0,Hypsypops rubicundus
Fis-26922,1e3,Gaviota,30705.32,183397,183397,iucn,0,Abudefduf troschelii
Fis-24856,1e3,Gaviota,30705.32,183576,183576,iucn,0,Paralabrax maculatofasciatus
Fis-24694,1e3,Gaviota,30705.32,183611,183611,iucn,0,Hypsoblennius gentilis
Fis-24999,1e3,Gaviota,30705.32,183652,183652,iucn,0,Sphoeroides annulatus
Fis-34870,1e3,Gaviota,15375.48,183774,183774,iucn,0.2,Azurina hirundo
NA,1e3,Gaviota,15375.48,183781,183781,iucn,0,Hypsoblennius gilberti
Fis-29028,1e3,Gaviota,2570.12,183813,183813,iucn,0,Nicholsina denticulata
Fis-24662,1e3,Gaviota,30705.32,183817,183817,iucn,0,Halichoeres semicinctus
NA,1e3,Gaviota,30705.32,183858,183858,iucn,0,Paralabrax clathratus
Fis-24857,1e3,Gaviota,30705.32,183861,183861,iucn,0,Paralabrax nebulifer
Fis-34874,1e3,Gaviota,30705.32,183870,183870,iucn,0,Chromis alta
NA,1e3,Gaviota,30705.32,183875,183875,iucn,0,Hypsoblennius jenkinsi
NA,1e3,Gaviota,30705.32,183978,183978,iucn,0,Serranus aequidens
Fis-118500,1e3,Gaviota,28165.559999999998,183980,183980,iucn,0,Plagiotremus azaleus
Fis-29936,1e3,Gaviota,30705.32,184047,184047,iucn,0,Elops affinis
NA,162,New Zealand,919767.9106,185e3,185e3,iucn,0,Stereomastis nana
NA,210,Japan,1311406.6704,185e3,185e3,iucn,0,Stereomastis nana
NA,1e3,Gaviota,30705.32,185e3,185e3,iucn,0,Stereomastis nana
ITS-660116,112,Cuba,68198.0302,185012,185012,iucn,0,Stereomastis sculpta
ITS-660116,162,New Zealand,1872966.8927,185012,185012,iucn,0,Stereomastis sculpta
ITS-660116,210,Japan,385799.2646,185012,185012,iucn,0,Stereomastis sculpta
NA,112,Cuba,80476.9833,185015,185015,iucn,0,Cardus crucifer
SLB-184672,162,New Zealand,295814.2559,185019,185019,iucn,0,Polycheles enthrix
SLB-184838,162,New Zealand,3909999.4009,185023,185023,iucn,0,Stereomastis surda
ITS-97688,112,Cuba,323168.1598,185026,185026,iucn,0,Polycheles typhlops
ITS-97688,162,New Zealand,45364.5338,185026,185026,iucn,0,Polycheles typhlops
ITS-97688,210,Japan,1797945.5632,185026,185026,iucn,0,Polycheles typhlops
NA,210,Japan,1136872.9992,185027,185027,iucn,0,Biarctus vitiensis
SLB-184636,210,Japan,527334.5048,185029,185029,iucn,0,Thaumastocheles dochmiodon
NA,210,Japan,57072.9466,185032,185032,iucn,0,Biarctus sordidus
SLB-184799,210,Japan,470455.351,185034,185034,iucn,0,Polycheles amemiyai
SLB-184862,210,Japan,761.7116000000001,185035,185035,iucn,0,Bathyarctus rubens
SLB-184836,162,New Zealand,3644090.0005,185036,185036,iucn,0,Stereomastis suhmi
ITS-660110,112,Cuba,364798.2272,185038,185038,iucn,0,Pentacheles laevis
ITS-660110,210,Japan,11782.7764,185038,185038,iucn,0,Pentacheles laevis
SLB-184828,210,Japan,1052592.9314,185040,185040,iucn,0,Stereomastis helleri
NA,112,Cuba,323168.1598,185042,185042,iucn,0,Scyllarus chacei
NA,162,New Zealand,650950.2001,185048,185048,iucn,0,Antipodarctus aoteanus
NA,112,Cuba,112440.9898,185050,185050,iucn,0,Willemoesia forceps
NA,112,Cuba,8405.6726,185054,185054,iucn,0,Willemoesia leptodactyla
NA,162,New Zealand,436250.2491,185054,185054,iucn,0,Willemoesia leptodactyla
NA,112,Cuba,261010.0587,185058,185058,iucn,0,Pentacheles validus
ITS-677526,210,Japan,1131458.6735,185060,185060,iucn,0,Enoplometopus occidentalis
SLB-184916,210,Japan,1153267.5722,185062,185062,iucn,0,Galearctus timidus
SLB-173556,210,Japan,9634.2211,185064,185064,iucn,0,Stereomastis auriculata
SLB-155564,210,Japan,547319.4754,185066,185066,iucn,0,Polycheles coccifer
SLB-173560,210,Japan,1322688.7722,185069,185069,iucn,0,Stereomastis galil
NA,162,New Zealand,1583590.725,185071,185071,iucn,0,Polycheles kermadecensis
SLB-170329,210,Japan,361401.6586,185073,185073,iucn,0,Stereomastis aculeata
Chn-f255ce49-bed7-4937-998b-cf930cedf3a6,210,Japan,1004532.9928,185074,185074,iucn,0,Galearctus kitanoviriosus
SLB-184912,210,Japan,889684.2823,185076,185076,iucn,0,Galearctus aurora
SLB-184857,112,Cuba,303468.5971,185077,185077,iucn,0,Bathyarctus faxoni
Chn-27d923b5-53c3-4d53-aa10-1f02bea6dd01,210,Japan,1645562.0681,185080,185080,iucn,0,Chelarctus cultrifer
NA,112,Cuba,31743.467,185081,185081,iucn,0,Scyllarus depressus
NA,112,Cuba,99982.24220000001,185084,185084,iucn,0,Polycheles perarmatus
NA,112,Cuba,248098.99850000002,185086,185086,iucn,0,Scyllarus americanus
SLB-184897,210,Japan,1186688.1247,185093,185093,iucn,0,Crenarctus bicuspidatus
Fis-161650,210,Japan,513426.4751,187368,187368,iucn,0,Bodianus dictynna
Fis-25725,210,Japan,788761.8187000001,187373,187373,iucn,0,Hemigymnus fasciatus
Fis-25735,162,New Zealand,147941.154,187381,187381,iucn,0,Thalassoma lunare
Fis-25735,210,Japan,802376.1079000001,187381,187381,iucn,0,Thalassoma lunare
NA,210,Japan,433167.1539,187382,187382,iucn,0,Halichoeres marginatus
Fis-25718,210,Japan,889364.569,187383,187383,iucn,0,Cheilio inermis
Fis-25705,210,Japan,406739.54600000003,187384,187384,iucn,0,Cheilinus chlorourus
NA,210,Japan,520316.8982,187385,187385,iucn,0,Pseudolabrus sieboldi
NA,210,Japan,421967.1102,187387,187387,iucn,0,Parajulis poecilepterus
Fis-146180,210,Japan,249498.72890000002,187395,187395,iucn,0,Iniistius aneitensis
Fis-25637,210,Japan,809069.3925,187396,187396,iucn,0,Labroides dimidiatus
NA,210,Japan,624778.329,187402,187402,iucn,0,Iniistius evides
Fis-24656,112,Cuba,306306.5081,187405,187405,iucn,0,Halichoeres caudalis
Fis-25354,210,Japan,260336.9,187407,187407,iucn,0,Wetmorella nigropinnata
Fis-146179,210,Japan,504030.629,187411,187411,iucn,0,Iniistius pentadactylus
Fis-58535,210,Japan,403814.06690000003,187417,187417,iucn,0,Coris batuensis
Fis-47538,210,Japan,175374.5817,187423,187423,iucn,0,Oxycheilinus orientalis
Fis-25730,162,New Zealand,93738.3406,187424,187424,iucn,0,Stethojulis bandanensis
Fis-25730,210,Japan,621828.2251,187424,187424,iucn,0,Stethojulis bandanensis
Fis-31470,210,Japan,301663.2025,187431,187431,iucn,0,Pteragogus cryptus
Fis-48603,210,Japan,729727.6047,187436,187436,iucn,0,Coris gaimard
Fis-21693,210,Japan,338643.0894,187438,187438,iucn,0,Halichoeres prosopeion
Fis-25713,210,Japan,651770.4635,187441,187441,iucn,0,Novaculichthys taeniourus
NA,210,Japan,737629.2948,187442,187442,iucn,0,Pseudolabrus eoethinus
Fis-25722,162,New Zealand,93738.3406,187443,187443,iucn,0,Halichoeres margaritaceus
Fis-25722,210,Japan,585684.5829,187443,187443,iucn,0,Halichoeres margaritaceus
Fis-24660,112,Cuba,306363.7261,187444,187444,iucn,0,Halichoeres pictus
Fis-26205,210,Japan,1030546.973,187446,187446,iucn,0,Thalassoma cupido
Fis-31913,162,New Zealand,38093.0696,187450,187450,iucn,0,Coris dorsomacula
Fis-31913,210,Japan,798803.8454,187450,187450,iucn,0,Coris dorsomacula
Fis-25351,210,Japan,293508.58400000003,187451,187451,iucn,0,Halichoeres argus
Fis-32427,210,Japan,568650.2452,187452,187452,iucn,0,Cirrhilabrus katherinae
Fis-31146,162,New Zealand,218628.5993,187453,187453,iucn,0,Anampses elegans
Fis-25723,210,Japan,436569.6909,187454,187454,iucn,0,Halichoeres scapularis
Fis-22199,112,Cuba,306363.7261,187456,187456,iucn,0,Doratonotus megalepis
Fis-31121,210,Japan,269153.5511,187462,187462,iucn,0,Pseudojuloides mesostigma
Fis-59763,210,Japan,6918.1123,187463,187463,iucn,0,Leptojulis urostigma
Fis-149118,210,Japan,175374.5817,187466,187466,iucn,0,Oxycheilinus digramma
NA,210,Japan,930.1394,187470,187470,iucn,0,Halichoeres tenuispinis
Fis-145573,210,Japan,287938.34010000003,187472,187472,iucn,0,Pseudocoris bleekeri
Fis-25724,210,Japan,430498.4538,187474,187474,iucn,0,Halichoeres trimaculatus
Fis-25726,210,Japan,775929.7723,187476,187476,iucn,0,Hemigymnus melapterus
Fis-25716,210,Japan,419674.27030000003,187477,187477,iucn,0,Pseudocheilinus hexataenia
Fis-138814,210,Japan,113296.1468,187478,187478,iucn,0,Halichoeres leucurus
Fis-114122,162,New Zealand,788188.6767,187481,187481,iucn,0,Pseudolabrus miles
Fis-24655,112,Cuba,306363.7261,187482,187482,iucn,0,Halichoeres bivittatus
Fis-32430,210,Japan,455326.0683,187483,187483,iucn,0,Cirrhilabrus melanomarginatus
Fis-25107,210,Japan,493109.055,187485,187485,iucn,0,Suezichthys notatus
Fis-25731,210,Japan,495191.1781,187489,187489,iucn,0,Stethojulis strigiventer
Fis-25732,162,New Zealand,131373.5171,187490,187490,iucn,0,Thalassoma amblycephalum
Fis-25732,210,Japan,835468.0472,187490,187490,iucn,0,Thalassoma amblycephalum
Fis-31127,210,Japan,704037.6553,187497,187497,iucn,0,Labropsis xanthonota
NA,210,Japan,770410.8301,187504,187504,iucn,0,Stethojulis maculata
Fis-31476,210,Japan,252309.47650000002,187507,187507,iucn,0,Halichoeres richmondi
Fis-28602,210,Japan,241704.5723,187511,187511,iucn,0,Choerodon fasciatus
Fis-24657,112,Cuba,306306.5081,187512,187512,iucn,0,Halichoeres cyanocephalus
Fis-25660,210,Japan,614679.2499,187516,187516,iucn,0,Bodianus axillaris
Fis-25704,210,Japan,570645.0809000001,187523,187523,iucn,0,Oxycheilinus bimaculatus
Fis-25728,210,Japan,776889.0025000001,187527,187527,iucn,0,Hologymnosus doliatus
Fis-25711,210,Japan,497790.67110000004,187530,187530,iucn,0,Cymolutes torquatus
Fis-31473,210,Japan,527311.8001,187536,187536,iucn,0,Gomphosus varius
Fis-132342,210,Japan,604011.2799,187537,187537,iucn,0,Halichoeres orientalis
Fis-166561,210,Japan,347745.68330000003,187539,187539,iucn,0,Iniistius twistii
Fis-24509,112,Cuba,306363.7261,187546,187546,iucn,0,Clepticus parrae
Fis-25729,162,New Zealand,51237.5406,187547,187547,iucn,0,Pseudocoris yamashiroi
Fis-25729,210,Japan,497458.0323,187547,187547,iucn,0,Pseudocoris yamashiroi
Fis-26247,210,Japan,593223.4802,187548,187548,iucn,0,Halichoeres nebulosus
Fis-24659,112,Cuba,306363.7261,187549,187549,iucn,0,Halichoeres maculipinna
Fis-26201,210,Japan,601815.713,187554,187554,iucn,0,Bodianus bilunulatus
NA,210,Japan,212250.5682,187556,187556,iucn,0,Wetmorella albofasciata
Fis-10657,210,Japan,888989.9672,187559,187559,iucn,0,Thalassoma hardwicke
Fis-31112,210,Japan,294344.8194,187560,187560,iucn,0,Paracheilinus lineopunctatus
Fis-25105,210,Japan,859544.5197,187562,187562,iucn,0,Suezichthys gracilis
Fis-31124,210,Japan,449705.1652,187564,187564,iucn,0,Halichoeres melasmapomus
Fis-31474,210,Japan,649557.1248,187565,187565,iucn,0,Halichoeres biocellatus
Fis-113864,162,New Zealand,262957.5709,187566,187566,iucn,0,Notolabrus cinctus
Fis-23396,112,Cuba,306363.7261,187570,187570,iucn,0,Bodianus pulchellus
Fis-30958,210,Japan,441085.0946,187574,187574,iucn,0,Suezichthys soelae
Fis-31478,210,Japan,515966.7475,187575,187575,iucn,0,Labroides pectoralis
Fis-25663,210,Japan,447247.9348,187578,187578,iucn,0,Choerodon anchorago
Fis-53989,210,Japan,502704.5479,187583,187583,iucn,0,Bodianus cylindriatus
Fis-24661,112,Cuba,306363.7261,187584,187584,iucn,0,Halichoeres poeyi
Fis-30957,162,New Zealand,193019.4393,187588,187588,iucn,0,Suezichthys aylingi
Fis-142138,210,Japan,930.1394,187600,187600,iucn,0,Halichoeres nigrescens
Fis-35461,210,Japan,249137.0836,187609,187609,iucn,0,Cirrhilabrus lubbocki
Fis-146182,210,Japan,542633.5037,187610,187610,iucn,0,Iniistius celebicus
Fis-26212,210,Japan,406932.7635,187612,187612,iucn,0,Choerodon jordani
Fis-24537,112,Cuba,306363.7261,187613,187613,iucn,0,Decodon puellaris
Fis-32429,210,Japan,824730.1045,187614,187614,iucn,0,Cirrhilabrus lunatus
