"country","commodity","year","value","category"
"Vanuatu","Miscellaneous corals and shells","1983",,"shl"
"Viet Nam","Miscellaneous corals and shells","1983",,"shl"
"Yemen","Miscellaneous corals and shells","1983",,"shl"
"Zimbabwe","Miscellaneous corals and shells","1983",,"shl"
"Argentina","Miscellaneous corals and shells","1984",,"shl"
"Australia","Mother of pearl shells","1984",,"shl"
"Australia","Shells nei","1984",535,"shl"
"Austria","Miscellaneous corals and shells","1984",,"shl"
"Bahamas","Miscellaneous corals and shells","1984",,"shl"
"Bahamas","Shells nei","1984",,"shl"
"Bangladesh","Miscellaneous corals and shells","1984",,"shl"
"Barbados","Miscellaneous corals and shells","1984",,"shl"
"Belarus","Miscellaneous corals and shells","1984",,"shl"
"Belgium","Miscellaneous corals and shells","1984",,"shl"
"Belgium","Shells nei","1984",137,"shl"
"Belize","Miscellaneous corals and shells","1984",,"shl"
"Bhutan","Miscellaneous corals and shells","1984",,"shl"
"Bosnia and Herzegovina","Miscellaneous corals and shells","1984",,"shl"
"Botswana","Miscellaneous corals and shells","1984",,"shl"
"Botswana","Shells nei","1984",,"shl"
"Brunei Darussalam","Miscellaneous corals and shells","1984",,"shl"
"Bulgaria","Miscellaneous corals and shells","1984",,"shl"
"Chile","Miscellaneous corals and shells","1984",,"shl"
"China, Macao SAR","Miscellaneous corals and shells","1984",,"shl"
"Comoros","Miscellaneous corals and shells","1984",,"shl"
"Congo, Dem. Rep. of the","Miscellaneous corals and shells","1984",,"shl"
"Cook Islands","Miscellaneous corals and shells","1984",,"shl"
"Croatia","Miscellaneous corals and shells","1984",,"shl"
"Cuba","Miscellaneous corals and shells","1984",,"shl"
"Curaçao","Miscellaneous corals and shells","1984",,"shl"
"Cyprus","Miscellaneous corals and shells","1984",,"shl"
"Czech Republic","Miscellaneous corals and shells","1984",,"shl"
"Denmark","Miscellaneous corals and shells","1984",,"shl"
"Denmark","Shells nei","1984",1188,"shl"
"Djibouti","Miscellaneous corals and shells","1984",,"shl"
"Dominica","Miscellaneous corals and shells","1984",,"shl"
"Egypt","Miscellaneous corals and shells","1984",,"shl"
"Eritrea","Miscellaneous corals and shells","1984",,"shl"
"Estonia","Miscellaneous corals and shells","1984",,"shl"
"Ethiopia","Miscellaneous corals and shells","1984",,"shl"
"Faroe Islands","Miscellaneous corals and shells","1984",,"shl"
"Fiji, Republic of","Miscellaneous corals and shells","1984",,"shl"
"Fiji, Republic of","Mother of pearl shells","1984",,"shl"
"Fiji, Republic of","Trochus shells","1984",,"shl"
"Finland","Miscellaneous corals and shells","1984",,"shl"
"France","Miscellaneous corals and shells","1984",,"shl"
"France","Shells nei","1984",600,"shl"
"French Polynesia","Shells nei","1984",,"shl"
"Gambia","Miscellaneous corals and shells","1984",,"shl"
"Germany","Miscellaneous corals and shells","1984",,"shl"
"Germany","Shells nei","1984",318,"shl"
"Ghana","Miscellaneous corals and shells","1984",,"shl"
"Greece","Miscellaneous corals and shells","1984",,"shl"
"Greece","Shells nei","1984",953,"shl"
"Guatemala","Miscellaneous corals and shells","1984",,"shl"
"Guinea","Miscellaneous corals and shells","1984",,"shl"
"Guyana","Miscellaneous corals and shells","1984",,"shl"
"Haiti","Miscellaneous corals and shells","1984",,"shl"
"Haiti","Shells nei","1984",,"shl"
"Hungary","Miscellaneous corals and shells","1984",,"shl"
"India","Miscellaneous corals and shells","1984",,"shl"
"India","Shells nei","1984",,"shl"
"Indonesia","Miscellaneous corals and shells","1984",,"shl"
"Indonesia","Shells nei","1984",,"shl"
"Iran (Islamic Rep. of)","Miscellaneous corals and shells","1984",,"shl"
"Ireland","Miscellaneous corals and shells","1984",,"shl"
"Ireland","Shells nei","1984",,"shl"
"Italy","Miscellaneous corals and shells","1984",,"shl"
"Italy","Shells nei","1984",893,"shl"
"Japan","Shells nei","1984",3604,"shl"
"Kenya","Miscellaneous corals and shells","1984",,"shl"
"Kiribati","Shells nei","1984",,"shl"
"Korea, Dem. People's Rep","Miscellaneous corals and shells","1984",,"shl"
"Korea, Republic of","Abalone shells","1984",,"shl"
"Korea, Republic of","Miscellaneous corals and shells","1984",,"shl"
"Korea, Republic of","Mother of pearl shells","1984",,"shl"
"Korea, Republic of","Oyster shells","1984",,"shl"
"Korea, Republic of","Sea snail shells","1984",,"shl"
"Korea, Republic of","Shells nei","1984",942,"shl"
"Korea, Republic of","Trochus shells","1984",,"shl"
"Kuwait","Miscellaneous corals and shells","1984",,"shl"
"Lao People's Dem. Rep.","Shells nei","1984",,"shl"
"Latvia","Miscellaneous corals and shells","1984",,"shl"
"Lebanon","Miscellaneous corals and shells","1984",,"shl"
"Lithuania","Miscellaneous corals and shells","1984",,"shl"
"Luxembourg","Miscellaneous corals and shells","1984",,"shl"
"Malaysia","Miscellaneous corals and shells","1984",,"shl"
"Malaysia","Shells nei","1984",,"shl"
"Maldives","Miscellaneous corals and shells","1984",,"shl"
"Maldives","Shells nei","1984",,"shl"
"Mali","Shells nei","1984",,"shl"
"Marshall Islands","Miscellaneous corals and shells","1984",,"shl"
"Marshall Islands","Shells nei","1984",,"shl"
"Mayotte","Miscellaneous corals and shells","1984",,"shl"
"Mexico","Miscellaneous corals and shells","1984",,"shl"
"Micronesia, Fed.States of","Miscellaneous corals and shells","1984",,"shl"
"Moldova, Republic of","Miscellaneous corals and shells","1984",,"shl"
"Montenegro","Miscellaneous corals and shells","1984",,"shl"
"Morocco","Miscellaneous corals and shells","1984",,"shl"
"Mozambique","Miscellaneous corals and shells","1984",,"shl"
"Myanmar","Trochus shells","1984",,"shl"
"Namibia","Miscellaneous corals and shells","1984",,"shl"
"Netherlands","Miscellaneous corals and shells","1984",,"shl"
"Netherlands","Shells nei","1984",703,"shl"
"Netherlands Antilles","Miscellaneous corals and shells","1984",,"shl"
"New Caledonia","Miscellaneous corals and shells","1984",,"shl"
"New Caledonia","Trochus shells","1984",,"shl"
"Niger","Miscellaneous corals and shells","1984",,"shl"
"Nigeria","Miscellaneous corals and shells","1984",,"shl"
"Oman","Miscellaneous corals and shells","1984",,"shl"
"Pakistan","Miscellaneous corals and shells","1984",,"shl"
"Pakistan","Shells nei","1984",,"shl"
"Palau","Miscellaneous corals and shells","1984",,"shl"
"Palau","Shells nei","1984",,"shl"
"Panama","Miscellaneous corals and shells","1984",,"shl"
"Panama","Shells nei","1984",,"shl"
"Papua New Guinea","Miscellaneous corals and shells","1984",,"shl"
"Papua New Guinea","Mother of pearl shells","1984",,"shl"
"Papua New Guinea","Sea snail shells","1984",,"shl"
"Papua New Guinea","Shells nei","1984",,"shl"
"Papua New Guinea","Trochus shells","1984",,"shl"
"Philippines","Miscellaneous corals and shells","1984",,"shl"
"Poland","Miscellaneous corals and shells","1984",,"shl"
"Portugal","Miscellaneous corals and shells","1984",,"shl"
"Portugal","Shells nei","1984",116,"shl"
"Qatar","Miscellaneous corals and shells","1984",,"shl"
"Samoa","Miscellaneous corals and shells","1984",,"shl"
"Saudi Arabia","Miscellaneous corals and shells","1984",,"shl"
"Serbia","Miscellaneous corals and shells","1984",,"shl"
"Serbia and Montenegro","Miscellaneous corals and shells","1984",,"shl"
"Seychelles","Miscellaneous corals and shells","1984",,"shl"
"Singapore","Miscellaneous corals and shells","1984",,"shl"
"Slovakia","Miscellaneous corals and shells","1984",,"shl"
"Slovenia","Miscellaneous corals and shells","1984",,"shl"
"Somalia","Miscellaneous corals and shells","1984",,"shl"
"Somalia","Shells nei","1984",,"shl"
"South Africa","Miscellaneous corals and shells","1984",,"shl"
"South Africa","Shells nei","1984",,"shl"
"Spain","Miscellaneous corals and shells","1984",,"shl"
"Spain","Shells nei","1984",99,"shl"
"Sri Lanka","Miscellaneous corals and shells","1984",,"shl"
"Sudan (former)","Miscellaneous corals and shells","1984",,"shl"
"Swaziland","Miscellaneous corals and shells","1984",,"shl"
"Sweden","Miscellaneous corals and shells","1984",,"shl"
"Syrian Arab Republic","Miscellaneous corals and shells","1984",,"shl"
"Taiwan Province of China","Shells nei","1984",15004,"shl"
"Tanzania, United Rep. of","Miscellaneous corals and shells","1984",,"shl"
"Thailand","Mother of pearl shells","1984",,"shl"
"Thailand","Shells nei","1984",,"shl"
"Timor-Leste","Miscellaneous corals and shells","1984",,"shl"
"Togo","Miscellaneous corals and shells","1984",,"shl"
"Tonga","Miscellaneous corals and shells","1984",,"shl"
"Trinidad and Tobago","Miscellaneous corals and shells","1984",,"shl"
"Tunisia","Miscellaneous corals and shells","1984",,"shl"
"Turkey","Shells nei","1984",1130,"shl"
"Turks and Caicos Is.","Miscellaneous corals and shells","1984",,"shl"
"Turks and Caicos Is.","Shells nei","1984",,"shl"
"Uganda","Miscellaneous corals and shells","1984",,"shl"
"Ukraine","Miscellaneous corals and shells","1984",,"shl"
"United Arab Emirates","Miscellaneous corals and shells","1984",,"shl"
"United Arab Emirates","Shells nei","1984",,"shl"
"United Kingdom","Miscellaneous corals and shells","1984",,"shl"
"United Kingdom","Shells nei","1984",1523,"shl"
"Vanuatu","Miscellaneous corals and shells","1984",,"shl"
"Viet Nam","Miscellaneous corals and shells","1984",,"shl"
"Yemen","Miscellaneous corals and shells","1984",,"shl"
"Zimbabwe","Miscellaneous corals and shells","1984",,"shl"
"Argentina","Miscellaneous corals and shells","1985",,"shl"
"Australia","Mother of pearl shells","1985",,"shl"
"Australia","Shells nei","1985",426,"shl"
"Austria","Miscellaneous corals and shells","1985",,"shl"
"Bahamas","Miscellaneous corals and shells","1985",,"shl"
"Bahamas","Shells nei","1985",,"shl"
"Bangladesh","Miscellaneous corals and shells","1985",,"shl"
"Barbados","Miscellaneous corals and shells","1985",,"shl"
"Belarus","Miscellaneous corals and shells","1985",,"shl"
"Belgium","Miscellaneous corals and shells","1985",,"shl"
"Belgium","Shells nei","1985",151,"shl"
"Belize","Miscellaneous corals and shells","1985",,"shl"
"Bhutan","Miscellaneous corals and shells","1985",,"shl"
"Bosnia and Herzegovina","Miscellaneous corals and shells","1985",,"shl"
"Botswana","Miscellaneous corals and shells","1985",,"shl"
"Botswana","Shells nei","1985",,"shl"
"Brunei Darussalam","Miscellaneous corals and shells","1985",,"shl"
"Bulgaria","Miscellaneous corals and shells","1985",,"shl"
"Chile","Miscellaneous corals and shells","1985",,"shl"
"China, Macao SAR","Miscellaneous corals and shells","1985",,"shl"
"Comoros","Miscellaneous corals and shells","1985",,"shl"
"Congo, Dem. Rep. of the","Miscellaneous corals and shells","1985",,"shl"
"Cook Islands","Miscellaneous corals and shells","1985",,"shl"
"Croatia","Miscellaneous corals and shells","1985",,"shl"
"Cuba","Miscellaneous corals and shells","1985",,"shl"
"Curaçao","Miscellaneous corals and shells","1985",,"shl"
"Cyprus","Miscellaneous corals and shells","1985",,"shl"
"Czech Republic","Miscellaneous corals and shells","1985",,"shl"
"Denmark","Miscellaneous corals and shells","1985",,"shl"
"Denmark","Shells nei","1985",1379,"shl"
"Djibouti","Miscellaneous corals and shells","1985",,"shl"
"Dominica","Miscellaneous corals and shells","1985",,"shl"
"Egypt","Miscellaneous corals and shells","1985",,"shl"
"Eritrea","Miscellaneous corals and shells","1985",,"shl"
"Estonia","Miscellaneous corals and shells","1985",,"shl"
"Ethiopia","Miscellaneous corals and shells","1985",,"shl"
"Faroe Islands","Miscellaneous corals and shells","1985",,"shl"
"Fiji, Republic of","Miscellaneous corals and shells","1985",,"shl"
"Fiji, Republic of","Mother of pearl shells","1985",,"shl"
"Fiji, Republic of","Trochus shells","1985",,"shl"
"Finland","Miscellaneous corals and shells","1985",,"shl"
"France","Miscellaneous corals and shells","1985",,"shl"
"France","Shells nei","1985",577,"shl"
"French Polynesia","Shells nei","1985",,"shl"
"Gambia","Miscellaneous corals and shells","1985",,"shl"
"Germany","Miscellaneous corals and shells","1985",,"shl"
"Germany","Shells nei","1985",264,"shl"
"Ghana","Miscellaneous corals and shells","1985",,"shl"
"Greece","Miscellaneous corals and shells","1985",,"shl"
"Greece","Shells nei","1985",893,"shl"
"Guatemala","Miscellaneous corals and shells","1985",,"shl"
"Guinea","Miscellaneous corals and shells","1985",,"shl"
"Guyana","Miscellaneous corals and shells","1985",,"shl"
"Haiti","Miscellaneous corals and shells","1985",,"shl"
"Haiti","Shells nei","1985",,"shl"
"Hungary","Miscellaneous corals and shells","1985",,"shl"
"India","Miscellaneous corals and shells","1985",,"shl"
"India","Shells nei","1985",,"shl"
"Indonesia","Miscellaneous corals and shells","1985",,"shl"
"Indonesia","Shells nei","1985",,"shl"
"Iran (Islamic Rep. of)","Miscellaneous corals and shells","1985",,"shl"
"Ireland","Miscellaneous corals and shells","1985",,"shl"
"Ireland","Shells nei","1985",,"shl"
"Italy","Miscellaneous corals and shells","1985",,"shl"
"Italy","Shells nei","1985",609,"shl"
"Japan","Shells nei","1985",2951,"shl"
"Kenya","Miscellaneous corals and shells","1985",,"shl"
"Kiribati","Shells nei","1985",,"shl"
"Korea, Dem. People's Rep","Miscellaneous corals and shells","1985",,"shl"
"Korea, Republic of","Abalone shells","1985",,"shl"
"Korea, Republic of","Miscellaneous corals and shells","1985",,"shl"
"Korea, Republic of","Mother of pearl shells","1985",,"shl"
"Korea, Republic of","Oyster shells","1985",,"shl"
"Korea, Republic of","Sea snail shells","1985",,"shl"
"Korea, Republic of","Shells nei","1985",1474,"shl"
"Korea, Republic of","Trochus shells","1985",,"shl"
"Kuwait","Miscellaneous corals and shells","1985",,"shl"
"Lao People's Dem. Rep.","Shells nei","1985",,"shl"
"Latvia","Miscellaneous corals and shells","1985",,"shl"
"Lebanon","Miscellaneous corals and shells","1985",,"shl"
"Lithuania","Miscellaneous corals and shells","1985",,"shl"
"Luxembourg","Miscellaneous corals and shells","1985",,"shl"
"Malaysia","Miscellaneous corals and shells","1985",,"shl"
"Malaysia","Shells nei","1985",,"shl"
"Maldives","Miscellaneous corals and shells","1985",,"shl"
"Maldives","Shells nei","1985",,"shl"
"Mali","Shells nei","1985",,"shl"
"Marshall Islands","Miscellaneous corals and shells","1985",,"shl"
"Marshall Islands","Shells nei","1985",,"shl"
"Mayotte","Miscellaneous corals and shells","1985",,"shl"
"Mexico","Miscellaneous corals and shells","1985",,"shl"
"Micronesia, Fed.States of","Miscellaneous corals and shells","1985",,"shl"
"Moldova, Republic of","Miscellaneous corals and shells","1985",,"shl"
"Montenegro","Miscellaneous corals and shells","1985",,"shl"
"Morocco","Miscellaneous corals and shells","1985",,"shl"
"Mozambique","Miscellaneous corals and shells","1985",,"shl"
"Myanmar","Trochus shells","1985",,"shl"
"Namibia","Miscellaneous corals and shells","1985",,"shl"
"Netherlands","Miscellaneous corals and shells","1985",,"shl"
"Netherlands","Shells nei","1985",900,"shl"
"Netherlands Antilles","Miscellaneous corals and shells","1985",,"shl"
"New Caledonia","Miscellaneous corals and shells","1985",,"shl"
"New Caledonia","Trochus shells","1985",,"shl"
"Niger","Miscellaneous corals and shells","1985",,"shl"
"Nigeria","Miscellaneous corals and shells","1985",,"shl"
"Oman","Miscellaneous corals and shells","1985",,"shl"
"Pakistan","Miscellaneous corals and shells","1985",,"shl"
"Pakistan","Shells nei","1985",,"shl"
"Palau","Miscellaneous corals and shells","1985",,"shl"
"Palau","Shells nei","1985",,"shl"
"Panama","Miscellaneous corals and shells","1985",,"shl"
"Panama","Shells nei","1985",,"shl"
"Papua New Guinea","Miscellaneous corals and shells","1985",,"shl"
"Papua New Guinea","Mother of pearl shells","1985",,"shl"
"Papua New Guinea","Sea snail shells","1985",,"shl"
"Papua New Guinea","Shells nei","1985",,"shl"
"Papua New Guinea","Trochus shells","1985",,"shl"
"Philippines","Miscellaneous corals and shells","1985",,"shl"
"Poland","Miscellaneous corals and shells","1985",,"shl"
"Portugal","Miscellaneous corals and shells","1985",,"shl"
"Portugal","Shells nei","1985",48,"shl"
"Qatar","Miscellaneous corals and shells","1985",,"shl"
"Samoa","Miscellaneous corals and shells","1985",,"shl"
"Saudi Arabia","Miscellaneous corals and shells","1985",,"shl"
"Serbia","Miscellaneous corals and shells","1985",,"shl"
"Serbia and Montenegro","Miscellaneous corals and shells","1985",,"shl"
"Seychelles","Miscellaneous corals and shells","1985",,"shl"
"Singapore","Miscellaneous corals and shells","1985",,"shl"
"Slovakia","Miscellaneous corals and shells","1985",,"shl"
"Slovenia","Miscellaneous corals and shells","1985",,"shl"
"Somalia","Miscellaneous corals and shells","1985",,"shl"
"Somalia","Shells nei","1985",,"shl"
"South Africa","Miscellaneous corals and shells","1985",,"shl"
"South Africa","Shells nei","1985",,"shl"
"Spain","Miscellaneous corals and shells","1985",,"shl"
"Spain","Shells nei","1985",54,"shl"
"Sri Lanka","Miscellaneous corals and shells","1985",,"shl"
"Sudan (former)","Miscellaneous corals and shells","1985",,"shl"
"Swaziland","Miscellaneous corals and shells","1985",,"shl"
"Sweden","Miscellaneous corals and shells","1985",,"shl"
"Syrian Arab Republic","Miscellaneous corals and shells","1985",,"shl"
"Taiwan Province of China","Shells nei","1985",13514,"shl"
"Tanzania, United Rep. of","Miscellaneous corals and shells","1985",,"shl"
"Thailand","Mother of pearl shells","1985",,"shl"
"Thailand","Shells nei","1985",,"shl"
"Timor-Leste","Miscellaneous corals and shells","1985",,"shl"
"Togo","Miscellaneous corals and shells","1985",,"shl"
"Tonga","Miscellaneous corals and shells","1985",,"shl"
"Trinidad and Tobago","Miscellaneous corals and shells","1985",,"shl"
"Tunisia","Miscellaneous corals and shells","1985",,"shl"
"Turkey","Shells nei","1985",1400,"shl"
"Turks and Caicos Is.","Miscellaneous corals and shells","1985",,"shl"
"Turks and Caicos Is.","Shells nei","1985",,"shl"
"Uganda","Miscellaneous corals and shells","1985",,"shl"
"Ukraine","Miscellaneous corals and shells","1985",,"shl"
"United Arab Emirates","Miscellaneous corals and shells","1985",,"shl"
"United Arab Emirates","Shells nei","1985",,"shl"
"United Kingdom","Miscellaneous corals and shells","1985",,"shl"
"United Kingdom","Shells nei","1985",1331,"shl"
"Vanuatu","Miscellaneous corals and shells","1985",,"shl"
"Viet Nam","Miscellaneous corals and shells","1985",,"shl"
"Yemen","Miscellaneous corals and shells","1985",,"shl"
"Zimbabwe","Miscellaneous corals and shells","1985",,"shl"
"Argentina","Miscellaneous corals and shells","1986",,"shl"
"Australia","Mother of pearl shells","1986",,"shl"
"Australia","Shells nei","1986",0,"shl"
"Austria","Miscellaneous corals and shells","1986",,"shl"
"Bahamas","Miscellaneous corals and shells","1986",,"shl"
"Bahamas","Shells nei","1986",,"shl"
"Bangladesh","Miscellaneous corals and shells","1986",,"shl"
"Barbados","Miscellaneous corals and shells","1986",,"shl"
"Belarus","Miscellaneous corals and shells","1986",,"shl"
"Belgium","Miscellaneous corals and shells","1986",,"shl"
"Belgium","Shells nei","1986",217,"shl"
"Belize","Miscellaneous corals and shells","1986",,"shl"
"Bhutan","Miscellaneous corals and shells","1986",,"shl"
"Bosnia and Herzegovina","Miscellaneous corals and shells","1986",,"shl"
"Botswana","Miscellaneous corals and shells","1986",,"shl"
"Botswana","Shells nei","1986",,"shl"
"Brunei Darussalam","Miscellaneous corals and shells","1986",,"shl"
"Bulgaria","Miscellaneous corals and shells","1986",,"shl"
"Chile","Miscellaneous corals and shells","1986",,"shl"
"China, Macao SAR","Miscellaneous corals and shells","1986",,"shl"
"Comoros","Miscellaneous corals and shells","1986",,"shl"
"Congo, Dem. Rep. of the","Miscellaneous corals and shells","1986",,"shl"
"Cook Islands","Miscellaneous corals and shells","1986",,"shl"
"Croatia","Miscellaneous corals and shells","1986",,"shl"
"Cuba","Miscellaneous corals and shells","1986",,"shl"
"Curaçao","Miscellaneous corals and shells","1986",,"shl"
"Cyprus","Miscellaneous corals and shells","1986",,"shl"
"Czech Republic","Miscellaneous corals and shells","1986",,"shl"
"Denmark","Miscellaneous corals and shells","1986",,"shl"
"Denmark","Shells nei","1986",1952,"shl"
"Djibouti","Miscellaneous corals and shells","1986",,"shl"
"Dominica","Miscellaneous corals and shells","1986",,"shl"
"Egypt","Miscellaneous corals and shells","1986",,"shl"
"Eritrea","Miscellaneous corals and shells","1986",,"shl"
"Estonia","Miscellaneous corals and shells","1986",,"shl"
"Ethiopia","Miscellaneous corals and shells","1986",,"shl"
"Faroe Islands","Miscellaneous corals and shells","1986",,"shl"
"Fiji, Republic of","Miscellaneous corals and shells","1986",,"shl"
"Fiji, Republic of","Mother of pearl shells","1986",,"shl"
"Fiji, Republic of","Trochus shells","1986",,"shl"
"Finland","Miscellaneous corals and shells","1986",,"shl"
"France","Miscellaneous corals and shells","1986",,"shl"
"France","Shells nei","1986",821,"shl"
"French Polynesia","Shells nei","1986",,"shl"
"Gambia","Miscellaneous corals and shells","1986",,"shl"
"Germany","Miscellaneous corals and shells","1986",,"shl"
"Germany","Shells nei","1986",623,"shl"
"Ghana","Miscellaneous corals and shells","1986",,"shl"
"Greece","Miscellaneous corals and shells","1986",,"shl"
"Greece","Shells nei","1986",1918,"shl"
"Guatemala","Miscellaneous corals and shells","1986",,"shl"
"Guinea","Miscellaneous corals and shells","1986",,"shl"
"Guyana","Miscellaneous corals and shells","1986",,"shl"
"Haiti","Miscellaneous corals and shells","1986",,"shl"
"Haiti","Shells nei","1986",,"shl"
"Hungary","Miscellaneous corals and shells","1986",,"shl"
"India","Miscellaneous corals and shells","1986",,"shl"
"India","Shells nei","1986",,"shl"
"Indonesia","Miscellaneous corals and shells","1986",,"shl"
"Indonesia","Shells nei","1986",,"shl"
"Iran (Islamic Rep. of)","Miscellaneous corals and shells","1986",,"shl"
"Ireland","Miscellaneous corals and shells","1986",,"shl"
"Ireland","Shells nei","1986",1,"shl"
"Italy","Miscellaneous corals and shells","1986",,"shl"
"Italy","Shells nei","1986",1279,"shl"
"Japan","Shells nei","1986",3116,"shl"
"Kenya","Miscellaneous corals and shells","1986",,"shl"
"Kiribati","Shells nei","1986",,"shl"
"Korea, Dem. People's Rep","Miscellaneous corals and shells","1986",,"shl"
"Korea, Republic of","Abalone shells","1986",,"shl"
"Korea, Republic of","Miscellaneous corals and shells","1986",,"shl"
"Korea, Republic of","Mother of pearl shells","1986",,"shl"
"Korea, Republic of","Oyster shells","1986",,"shl"
"Korea, Republic of","Sea snail shells","1986",,"shl"
"Korea, Republic of","Shells nei","1986",2466,"shl"
"Korea, Republic of","Trochus shells","1986",,"shl"
"Kuwait","Miscellaneous corals and shells","1986",,"shl"
"Lao People's Dem. Rep.","Shells nei","1986",,"shl"
"Latvia","Miscellaneous corals and shells","1986",,"shl"
"Lebanon","Miscellaneous corals and shells","1986",,"shl"
"Lithuania","Miscellaneous corals and shells","1986",,"shl"
"Luxembourg","Miscellaneous corals and shells","1986",,"shl"
"Malaysia","Miscellaneous corals and shells","1986",,"shl"
"Malaysia","Shells nei","1986",,"shl"
"Maldives","Miscellaneous corals and shells","1986",,"shl"
"Maldives","Shells nei","1986",,"shl"
"Mali","Shells nei","1986",,"shl"
"Marshall Islands","Miscellaneous corals and shells","1986",,"shl"
"Marshall Islands","Shells nei","1986",,"shl"
"Mayotte","Miscellaneous corals and shells","1986",,"shl"
"Mexico","Miscellaneous corals and shells","1986",,"shl"
"Micronesia, Fed.States of","Miscellaneous corals and shells","1986",,"shl"
"Moldova, Republic of","Miscellaneous corals and shells","1986",,"shl"
"Montenegro","Miscellaneous corals and shells","1986",,"shl"
"Morocco","Miscellaneous corals and shells","1986",,"shl"
"Mozambique","Miscellaneous corals and shells","1986",,"shl"
"Myanmar","Trochus shells","1986",,"shl"
"Namibia","Miscellaneous corals and shells","1986",,"shl"
"Netherlands","Miscellaneous corals and shells","1986",,"shl"
"Netherlands","Shells nei","1986",1129,"shl"
"Netherlands Antilles","Miscellaneous corals and shells","1986",,"shl"
"New Caledonia","Miscellaneous corals and shells","1986",,"shl"
"New Caledonia","Trochus shells","1986",,"shl"
"Niger","Miscellaneous corals and shells","1986",,"shl"
"Nigeria","Miscellaneous corals and shells","1986",,"shl"
"Oman","Miscellaneous corals and shells","1986",,"shl"
"Pakistan","Miscellaneous corals and shells","1986",,"shl"
"Pakistan","Shells nei","1986",,"shl"
"Palau","Miscellaneous corals and shells","1986",,"shl"
"Palau","Shells nei","1986",,"shl"
"Panama","Miscellaneous corals and shells","1986",,"shl"
"Panama","Shells nei","1986",,"shl"
"Papua New Guinea","Miscellaneous corals and shells","1986",,"shl"
"Papua New Guinea","Mother of pearl shells","1986",,"shl"
"Papua New Guinea","Sea snail shells","1986",,"shl"
"Papua New Guinea","Shells nei","1986",,"shl"
"Papua New Guinea","Trochus shells","1986",,"shl"
"Philippines","Miscellaneous corals and shells","1986",,"shl"
"Poland","Miscellaneous corals and shells","1986",,"shl"
"Portugal","Miscellaneous corals and shells","1986",,"shl"
"Portugal","Shells nei","1986",93,"shl"
"Qatar","Miscellaneous corals and shells","1986",,"shl"
"Samoa","Miscellaneous corals and shells","1986",,"shl"
"Saudi Arabia","Miscellaneous corals and shells","1986",,"shl"
"Serbia","Miscellaneous corals and shells","1986",,"shl"
"Serbia and Montenegro","Miscellaneous corals and shells","1986",,"shl"
"Seychelles","Miscellaneous corals and shells","1986",,"shl"
"Singapore","Miscellaneous corals and shells","1986",,"shl"
"Slovakia","Miscellaneous corals and shells","1986",,"shl"
"Slovenia","Miscellaneous corals and shells","1986",,"shl"
"Somalia","Miscellaneous corals and shells","1986",,"shl"
"Somalia","Shells nei","1986",,"shl"
"South Africa","Miscellaneous corals and shells","1986",,"shl"
"South Africa","Shells nei","1986",,"shl"
"Spain","Miscellaneous corals and shells","1986",,"shl"
"Spain","Shells nei","1986",35,"shl"
"Sri Lanka","Miscellaneous corals and shells","1986",,"shl"
"Sudan (former)","Miscellaneous corals and shells","1986",,"shl"
"Swaziland","Miscellaneous corals and shells","1986",,"shl"
"Sweden","Miscellaneous corals and shells","1986",,"shl"
"Syrian Arab Republic","Miscellaneous corals and shells","1986",,"shl"
"Taiwan Province of China","Shells nei","1986",15812,"shl"
"Tanzania, United Rep. of","Miscellaneous corals and shells","1986",,"shl"
"Thailand","Mother of pearl shells","1986",,"shl"
"Thailand","Shells nei","1986",,"shl"
"Timor-Leste","Miscellaneous corals and shells","1986",,"shl"
"Togo","Miscellaneous corals and shells","1986",,"shl"
"Tonga","Miscellaneous corals and shells","1986",,"shl"
"Trinidad and Tobago","Miscellaneous corals and shells","1986",,"shl"
"Tunisia","Miscellaneous corals and shells","1986",,"shl"
"Turkey","Shells nei","1986",6298,"shl"
"Turks and Caicos Is.","Miscellaneous corals and shells","1986",,"shl"
"Turks and Caicos Is.","Shells nei","1986",,"shl"
"Uganda","Miscellaneous corals and shells","1986",,"shl"
"Ukraine","Miscellaneous corals and shells","1986",,"shl"
"United Arab Emirates","Miscellaneous corals and shells","1986",,"shl"
"United Arab Emirates","Shells nei","1986",,"shl"
"United Kingdom","Miscellaneous corals and shells","1986",,"shl"
"United Kingdom","Shells nei","1986",2134,"shl"
"Vanuatu","Miscellaneous corals and shells","1986",,"shl"
"Viet Nam","Miscellaneous corals and shells","1986",,"shl"
"Yemen","Miscellaneous corals and shells","1986",,"shl"
"Zimbabwe","Miscellaneous corals and shells","1986",,"shl"
"Argentina","Miscellaneous corals and shells","1987",,"shl"
"Australia","Mother of pearl shells","1987",,"shl"
"Australia","Shells nei","1987",0,"shl"
"Austria","Miscellaneous corals and shells","1987",,"shl"
"Bahamas","Miscellaneous corals and shells","1987",,"shl"
"Bahamas","Shells nei","1987",,"shl"
"Bangladesh","Miscellaneous corals and shells","1987",,"shl"
"Barbados","Miscellaneous corals and shells","1987",,"shl"
"Belarus","Miscellaneous corals and shells","1987",,"shl"
"Belgium","Miscellaneous corals and shells","1987",,"shl"
"Belgium","Shells nei","1987",245,"shl"
"Belize","Miscellaneous corals and shells","1987",,"shl"
"Bhutan","Miscellaneous corals and shells","1987",,"shl"
"Bosnia and Herzegovina","Miscellaneous corals and shells","1987",,"shl"
