am_sid,iucn_sid,map_iucn_sid,map_subpop,sciname,cat_code,spp_group
SLB-155691,NA,NA,NA,Dardanus dearmatus,N.E.,NA
SLB-155734,NA,NA,NA,Nematopagurus gardineri,N.E.,NA
W-Bch-208895,NA,NA,NA,Cyrtomaia murrayi,N.E.,NA
SLB-156128,NA,NA,NA,Paralepas morula,N.E.,NA
SLB-156239,NA,NA,NA,Metaverruca sculpta,N.E.,NA
W-Por-168148,NA,NA,NA,Axechina raspailioides,N.E.,NA
W-Por-168023,NA,NA,NA,Ectyoplasia tabula,N.E.,NA
W-Por-467628,NA,NA,NA,Trikentrion flabelliforme,N.E.,NA
SLB-156460,NA,NA,NA,Armatobalanus cepa,N.E.,NA
W-Por-167436,NA,NA,NA,Megaciella pilosa,N.E.,NA
Chn-c41e3e0e-fc12-46eb-a63e-e66e20ec713f,NA,NA,NA,Pyrgoma cancellatum,N.E.,NA
W-Bch-441077,NA,NA,NA,Alox ornatum,N.E.,NA
W-Por-248192,NA,NA,NA,Chondrilla caribensis,N.E.,NA
W-Por-164951,NA,NA,NA,Dysidea janiae,N.E.,NA
W-Bra-235437,NA,NA,NA,Thecidellina maxilla,N.E.,NA
SLB-157967,NA,NA,NA,Galathea multilineata,N.E.,NA
SLB-157976,NA,NA,NA,Munida caesura,N.E.,NA
SLB-158010,NA,NA,NA,Munidopsis dasypus,N.E.,NA
SLB-158057,NA,NA,NA,Pachycheles sculptus,N.E.,NA
W-Msc-590553,NA,NA,NA,Mitra aurantia,N.E.,NA
SLB-158164,NA,NA,NA,Bittium glareosum,N.E.,NA
SLB-158274,NA,NA,NA,Pisidia serratifrons,N.E.,NA
SLB-158322,NA,NA,NA,Pagurus forbesii,N.E.,NA
W-Msc-345689,NA,NA,NA,Acrosterigma maculosum,N.E.,NA
W-Msc-560161,NA,NA,NA,Nassarius castus,N.E.,NA
W-Msc-393728,NA,NA,NA,Mimachlamys cloacata,N.E.,NA
W-Ase-368790,NA,NA,NA,Anthenoides tenuis,N.E.,NA
SLB-166059,NA,NA,NA,Sukashitrochus morleti,N.E.,NA
W-Msc-577188,NA,NA,NA,Leucorhynchia caledonica,N.E.,NA
SLB-166187,NA,NA,NA,Hiatavolva coarctata,N.E.,NA
W-Msc-531859,NA,NA,NA,Tridentarius dentatus,N.E.,NA
W-Msc-208368,NA,NA,NA,Oliva irisans,N.E.,NA
W-Msc-560303,NA,NA,NA,Nassarius quadrasi,N.E.,NA
W-Msc-208391,NA,NA,NA,Oliva sericea,N.E.,NA
W-Por-247850,NA,NA,NA,Callyspongia aerizusa,N.E.,NA
W-Ase-123947,NA,NA,NA,Thoracaster cylindratus,N.E.,NA
W-Ase-380784,NA,NA,NA,Cheiraster niasicus,N.E.,NA
SLB-169627,NA,NA,NA,Heterometra crenulata,N.E.,NA
W-Oph-244377,NA,NA,NA,Sthenocephalus indicus,N.E.,NA
W-Oph-243723,NA,NA,NA,Ophiomastix asperula,N.E.,NA
W-Oph-243815,NA,NA,NA,Ophiomusium facundum,N.E.,NA
W-Oph-244256,NA,NA,NA,Ophiura aequalis,N.E.,NA
W-Ech-513487,NA,NA,NA,Prionechinus forbesianus,N.E.,NA
W-Oct-125332,NA,NA,NA,Alcyonium coralloides,N.E.,NA
W-Oct-125365,NA,NA,NA,Eunicella singularis,N.E.,NA
Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,NA,NA,NA,Michelopagurus limatulus,N.E.,NA
W-Por-171295,NA,NA,NA,Cinachyrella arenosa,N.E.,NA
W-Bch-444780,NA,NA,NA,Hemigrapsus sexdentatus,N.E.,NA
W-Bry-237795,NA,NA,NA,Electra tenella,N.E.,NA
SLB-172368,NA,NA,NA,Davidaster rubiginosus,N.E.,NA
W-Bch-107356,NA,NA,NA,Pisa muscosa,N.E.,NA
W-Bch-107401,NA,NA,NA,Portumnus lysianassa,N.E.,NA
W-Msc-419914,NA,NA,NA,Monophorus olivaceus,N.E.,NA
SLB-172782,NA,NA,NA,Steironepion maculatum,N.E.,NA
W-Msc-407831,NA,NA,NA,Muricopsis rosea,N.E.,NA
W-Msc-419628,NA,NA,NA,Rissoina elegantissima,N.E.,NA
W-Msc-207756,NA,NA,NA,Anadara vellicata,N.E.,NA
W-Msc-394955,NA,NA,NA,Anguipecten picturatus,N.E.,NA
SLB-173506,NA,NA,NA,Metaproto novaehollandiae,N.E.,NA
ITS-682886,NA,NA,NA,Heteromysis norvegica,N.E.,NA
W-Ase-123868,NA,NA,NA,Astropecten jonstoni,N.E.,NA
SLB-174436,NA,NA,NA,Cardenio paurodactylus,N.E.,NA
W-Hol-529510,NA,NA,NA,Heterocucumis godeffroyi,N.E.,NA
SLB-174673,NA,NA,NA,Nymphon neelovi,N.E.,NA
W-Msc-197476,NA,NA,NA,Toledonia major,N.E.,NA
W-Pol-333746,NA,NA,NA,Laetmonice benthaliana,N.E.,NA
SLB-175015,NA,NA,NA,Campylonotus semistriatus,N.E.,NA
W-Hol-529649,NA,NA,NA,Psolidium poriferum,N.E.,NA
SLB-176487,NA,NA,NA,Epimeria inermis,N.E.,NA
W-Msc-405227,NA,NA,NA,Vokesimurex rubidus,N.E.,NA
SLB-176558,NA,NA,NA,Risomurex caribbaeus,N.E.,NA
W-Msc-405267,NA,NA,NA,Siratus ciboney,N.E.,NA
W-Msc-507441,NA,NA,NA,Anomalocardia cuneimeris,N.E.,NA
SLB-176771,NA,NA,NA,Hipponix benthophila,N.E.,NA
SLB-176775,NA,NA,NA,Opalia morchiana,N.E.,NA
W-Msc-419940,NA,NA,NA,Paziella hystricina,N.E.,NA
W-Msc-532686,NA,NA,NA,Crepidula protea,N.E.,NA
W-Msc-532295,NA,NA,NA,Macoma inornata,N.E.,NA
W-Msc-473962,NA,NA,NA,Prunum fulminatum,N.E.,NA
W-Msc-197257,NA,NA,NA,Margarella antarctica,N.E.,NA
W-Msc-448169,NA,NA,NA,Olivancillaria urceus,N.E.,NA
W-Msc-197154,NA,NA,NA,Eatoniella glacialis,N.E.,NA
W-Msc-405215,NA,NA,NA,Vokesimurex messorius,N.E.,NA
W-Msc-533223,NA,NA,NA,Onoba fuegoensis,N.E.,NA
W-Msc-197342,NA,NA,NA,Paradmete fragillima,N.E.,NA
W-Msc-493001,NA,NA,NA,Anatoma aedonia,N.E.,NA
SLB-178364,NA,NA,NA,Casmaria atlantica,N.E.,NA
W-Msc-419580,NA,NA,NA,Caecum brasilicum,N.E.,NA
W-Msc-532352,NA,NA,NA,Acteon pelecais,N.E.,NA
W-Msc-532737,NA,NA,NA,Diodora mirifica,N.E.,NA
W-Msc-532805,NA,NA,NA,Euchelus hummelincki,N.E.,NA
W-Msc-507043,NA,NA,NA,Xylophaga clenchi,N.E.,NA
W-Msc-160143,NA,NA,NA,Buccinum finmarkianum,N.E.,NA
W-Oph-467735,NA,NA,NA,Ophiura lymani,N.E.,NA
SLB-181584,NA,NA,NA,Iphimediella serrata,N.E.,NA
SLB-181614,NA,NA,NA,Phrixometra nutrix,N.E.,NA
SLB-181979,NA,NA,NA,Uristes adarei,N.E.,NA
SLB-182593,NA,NA,NA,Paraisanthus fabiani,N.E.,NA
W-Oph-243571,NA,NA,NA,Ophiocoma aethiops,N.E.,NA
W-Ase-292795,NA,NA,NA,Pharia pyramidata,N.E.,NA
SLB-182658,NA,NA,NA,Anthopleura hermaphroditica,N.E.,NA
URM-Cn-5055,NA,NA,NA,Caryophyllia huinayensis,N.E.,NA
URM-Cn-5264,NA,NA,NA,Tethocyathus endesa,N.E.,NA
W-Ech-513191,NA,NA,NA,Clypeaster ochrus,N.E.,NA
SLB-183331,NA,NA,NA,Eurythenes thurstoni,N.E.,NA
W-Ech-414207,NA,NA,NA,Araeosoma thetidis,N.E.,NA
W-Ase-369038,NA,NA,NA,Stegnaster inflatus,N.E.,NA
W-Oph-244140,NA,NA,NA,Ophiothrix lepidus,N.E.,NA
SLB-184685,NA,NA,NA,Munida eclepsis,N.E.,NA
NZ-7388,NA,NA,NA,Pagurojacquesia polymorpha,N.E.,NA
W-Por-166482,NA,NA,NA,Haliclona tenella,N.E.,NA
SLB-186085,NA,NA,NA,Acanthephyra cucullata,N.E.,NA
SLB-186169,NA,NA,NA,Campylonotus vagans,N.E.,NA
SLB-187225,NA,NA,NA,Platylambrus prensor,N.E.,NA
SLB-187289,NA,NA,NA,Nassarius gayii,N.E.,NA
SLB-187376,NA,NA,NA,Nauticaris magellanica,N.E.,NA
SLB-187626,NA,NA,NA,Metepimeria acanthurus,N.E.,NA
W-Hol-174123,NA,NA,NA,Chiridota pisanii,N.E.,NA
SLB-188529,NA,NA,NA,Munida intermedia,N.E.,NA
SLB-188983,NA,NA,NA,Ciliopagurus vakovako,N.E.,NA
W-Oph-243916,NA,NA,NA,Ophiopholis kennerlyi,N.E.,NA
W-Bch-107274,NA,NA,NA,Atelecyclus undecimdentatus,N.E.,NA
W-Bch-444123,NA,NA,NA,Alainodaeus rimatara,N.E.,NA
SLB-189552,NA,NA,NA,Alpheus roseodigitalis,N.E.,NA
SLB-189555,NA,NA,NA,Aniculus erythraeus,N.E.,NA
W-Bch-208780,NA,NA,NA,Caphyra unidentata,N.E.,NA
W-Bch-444085,NA,NA,NA,Cyclodius granulosus,N.E.,NA
W-Bch-444400,NA,NA,NA,Zozymodes pumilus,N.E.,NA
SLB-190040,NA,NA,NA,Forestiana depressa,N.E.,NA
SLB-190045,NA,NA,NA,Galathea mauritiana,N.E.,NA
SLB-190075,NA,NA,NA,Icelopagurus crosnieri,N.E.,NA
W-Bch-209145,NA,NA,NA,Liocarpilodes armiger,N.E.,NA
W-Bch-444201,NA,NA,NA,Liomera laevis,N.E.,NA
W-Bch-209570,NA,NA,NA,Notosceles chimmonis,N.E.,NA
SLB-190293,NA,NA,NA,Nematopagurus alcocki,N.E.,NA
W-Bch-210184,NA,NA,NA,Trapezia speciosa,N.E.,NA
W-Bch-443857,NA,NA,NA,Tetralia cinctipes,N.E.,NA
W-Bch-208872,NA,NA,NA,Thalamita philippinensis,N.E.,NA
W-Bch-208856,NA,NA,NA,Thalamita gracilipes,N.E.,NA
SLB-190476,NA,NA,NA,Sadayoshia acroporae,N.E.,NA
SLB-190478,NA,NA,NA,Sadayoshia lipkei,N.E.,NA
W-Bch-443882,NA,NA,NA,Trapezia lutea,N.E.,NA
SLB-192049,NA,NA,NA,Leptochela irrobusta,N.E.,NA
W-Por-171160,NA,NA,NA,Neosiphonia superstes,N.E.,NA
SLB-192974,NA,NA,NA,Zoanthus sansibaricus,N.E.,NA
SLB-192976,NA,NA,NA,Palythoa tuberculosa,N.E.,NA
W-Por-169680,NA,NA,NA,Anomoianthella rubra,N.E.,NA
W-Por-169708,NA,NA,NA,Vaceletia crypta,N.E.,NA
SLB-159313,NA,NA,NA,Heterometra variipinna,N.E.,NA
W-Ase-213246,NA,NA,NA,Astropecten monacanthus,N.E.,NA
W-Bch-442899,NA,NA,NA,Thalamita macropus,N.E.,NA
W-Oph-242872,NA,NA,NA,Amphipholis misera,N.E.,NA
W-Bch-207542,NA,NA,NA,Ilyograpsus paludicola,N.E.,NA
W-Oph-405285,NA,NA,NA,Macrophiothrix martensi,N.E.,NA
W-Msc-325340,NA,NA,NA,Thaumeledone peninsulae,N.E.,NA
W-Oph-213455,NA,NA,NA,Ophiochaeta hirsuta,N.E.,NA
SLB-160067,NA,NA,NA,Pseudomaretia alta,N.E.,NA
W-Ase-345425,NA,NA,NA,Astropecten sinicus,N.E.,NA
ITS-563986,NA,NA,NA,Symbion pandora,N.E.,NA
W-Msc-420543,NA,NA,NA,Gastropteron chacmol,N.E.,NA
W-Msc-141686,NA,NA,NA,Eudolium bairdii,N.E.,NA
SLB-72022,NA,NA,NA,Ancistrobasis costulata,N.E.,NA
W-Msc-419973,NA,NA,NA,Liomesus stimpsoni,N.E.,NA
SLB-75900,NA,NA,NA,Vitreolina arcuata,N.E.,NA
SLB-74411,NA,NA,NA,Vitricythara metria,N.E.,NA
W-Msc-138938,NA,NA,NA,Volutopsius norwegicus,N.E.,NA
SLB-74062,NA,NA,NA,Curtitoma violacea,N.E.,NA
W-Msc-160172,NA,NA,NA,Bittiolum alternatum,N.E.,NA
W-Msc-419916,NA,NA,NA,Similiphora intermedia,N.E.,NA
SLB-76473,NA,NA,NA,Supplanaxis nucleus,N.E.,NA
W-Msc-419569,NA,NA,NA,Tectarius antonii,N.E.,NA
W-Msc-419644,NA,NA,NA,Thaleia nisonis,N.E.,NA
SLB-77074,NA,NA,NA,Dendropoma irregulare,N.E.,NA
W-Msc-419971,NA,NA,NA,Pollia karinae,N.E.,NA
W-Msc-160456,NA,NA,NA,Propebela concinnula,N.E.,NA
W-Msc-141822,NA,NA,NA,Margarites olivaceus,N.E.,NA
W-Msc-419722,NA,NA,NA,Macrocypraea cervus,N.E.,NA
W-Msc-139305,NA,NA,NA,Nepotilla amoena,N.E.,NA
W-Msc-403752,NA,NA,NA,Ocinebrina lurida,N.E.,NA
W-Msc-581128,NA,NA,NA,Eulimastoma didymum,N.E.,NA
W-Msc-419408,NA,NA,NA,Calliostoma brunneum,N.E.,NA
W-Msc-419344,NA,NA,NA,Diodora meta,N.E.,NA
W-Msc-139966,NA,NA,NA,Emarginula sicula,N.E.,NA
W-Msc-419664,NA,NA,NA,Solariorbis blakei,N.E.,NA
W-Msc-594441,NA,NA,NA,Cyclostremiscus emeryi,N.E.,NA
W-Msc-419456,NA,NA,NA,Pseudostomatella erythrocoma,N.E.,NA
W-Msc-419427,NA,NA,NA,Calliostoma sarcodum,N.E.,NA
W-Msc-419426,NA,NA,NA,Calliostoma sapidum,N.E.,NA
W-Msc-533470,NA,NA,NA,Tegula patagonica,N.E.,NA
W-Msc-532895,NA,NA,NA,Halistylus columna,N.E.,NA
W-Msc-419387,NA,NA,NA,Dentistyla asperrima,N.E.,NA
W-Msc-224843,NA,NA,NA,Opalia pumilio,N.E.,NA
SLB-75795,NA,NA,NA,Opalia eolis,N.E.,NA
W-Msc-419394,NA,NA,NA,Mirachelus corbis,N.E.,NA
W-Msc-413367,NA,NA,NA,Turbo haraldi,N.E.,NA
W-Msc-419473,NA,NA,NA,Arene riisei,N.E.,NA
W-Msc-446936,NA,NA,NA,Tectarius coronatus,N.E.,NA
W-Msc-419675,NA,NA,NA,Teinostoma cocolitoris,N.E.,NA
W-Msc-419646,NA,NA,NA,Zebina laevigata,N.E.,NA
W-Msc-419663,NA,NA,NA,Pleuromalaxis balesi,N.E.,NA
W-Msc-420420,NA,NA,NA,Spirolaxis centrifugus,N.E.,NA
W-Msc-709499,NA,NA,NA,Thylacodes squamigerus,N.E.,NA
W-Msc-419588,NA,NA,NA,Caecum floridanum,N.E.,NA
W-Msc-419578,NA,NA,NA,Caecum antillarum,N.E.,NA
W-Msc-419582,NA,NA,NA,Caecum carolinianum,N.E.,NA
SLB-76965,NA,NA,NA,Triphora ornata,N.E.,NA
W-Msc-419911,NA,NA,NA,Metaxia rugulosa,N.E.,NA
SLB-72043,NA,NA,NA,Seguenzia monocingulata,N.E.,NA
SLB-75327,NA,NA,NA,Atlanta inclinata,N.E.,NA
SLB-75334,NA,NA,NA,Oxygyrus keraudrenii,N.E.,NA
SLB-75335,NA,NA,NA,Protatlanta souleyeti,N.E.,NA
W-Msc-413801,NA,NA,NA,Vexillum epiphaneum,N.E.,NA
SLB-75627,NA,NA,NA,Cerithiopsis fusiformis,N.E.,NA
W-Msc-224773,NA,NA,NA,Cerithium guinaicum,N.E.,NA
W-Msc-419993,NA,NA,NA,Costoanachis floridana,N.E.,NA
SLB-180472,NA,NA,NA,Vanikoro oxychone,N.E.,NA
W-Msc-598655,NA,NA,NA,Antisabia foliacea,N.E.,NA
W-Msc-420002,NA,NA,NA,Mitrella dichroa,N.E.,NA
W-Msc-419762,NA,NA,NA,Polinices hepaticus,N.E.,NA
SLB-76401,NA,NA,NA,Stigmaulax sulcatus,N.E.,NA
W-Msc-532723,NA,NA,NA,Dalium solidum,N.E.,NA
W-Msc-419956,NA,NA,NA,Urosalpinx tampaensis,N.E.,NA
W-Msc-138875,NA,NA,NA,Buccinum scalariforme,N.E.,NA
W-Msc-160446,NA,NA,NA,Propebela turricula,N.E.,NA
W-Msc-413827,NA,NA,NA,Vexillum histrio,N.E.,NA
W-Msc-420541,NA,NA,NA,Scaphander pilsbryi,N.E.,NA
W-Msc-420343,NA,NA,NA,Ithycythara parkeri,N.E.,NA
W-Msc-420237,NA,NA,NA,Terebra glossema,N.E.,NA
SLB-172837,NA,NA,NA,Boonea jadisi,N.E.,NA
W-Msc-160335,NA,NA,NA,Fargoa gibbosa,N.E.,NA
SLB-77675,NA,NA,NA,Polycera odhneri,N.E.,NA
SLB-77448,NA,NA,NA,Taringa telopia,N.E.,NA
W-Msc-181213,NA,NA,NA,Elysia papillosa,N.E.,NA
W-Msc-420619,NA,NA,NA,Armina wattla,N.E.,NA
W-Msc-217246,NA,NA,NA,Stylocheilus longicauda,N.E.,NA
W-Msc-581881,NA,NA,NA,Cuthona albocrusta,N.E.,NA
W-Msc-141630,NA,NA,NA,Cuthona perca,N.E.,NA
SLB-77702,NA,NA,NA,Catriona maua,N.E.,NA
ITS-206533,NA,NA,NA,Eurythenes obesus,N.E.,NA
W-Iso-174518,NA,NA,NA,Antarcturus horridus,N.E.,NA
W-Iso-174520,NA,NA,NA,Antarcturus polaris,N.E.,NA
ITS-202991,NA,NA,NA,Stomacontion pepinii,N.E.,NA
W-Iso-257303,NA,NA,NA,Astacilla caeca,N.E.,NA
W-Iso-118973,NA,NA,NA,Sphaeroma serratum,N.E.,NA
W-Iso-119023,NA,NA,NA,Astacilla intermedia,N.E.,NA
W-Iso-264184,NA,NA,NA,Jaera praehirsuta,N.E.,NA
W-Iso-175221,NA,NA,NA,Austroniscus ovalis,N.E.,NA
W-Iso-174991,NA,NA,NA,Ectias turqueti,N.E.,NA
W-Iso-258418,NA,NA,NA,Excirolana hirsuticauda,N.E.,NA
W-Iso-118737,NA,NA,NA,Joeropsis antarctica,N.E.,NA
W-Iso-174689,NA,NA,NA,Fissarcturus hirticornis,N.E.,NA
W-Iso-118688,NA,NA,NA,Heteromesus frigidus,N.E.,NA
W-Iso-174999,NA,NA,NA,Iathrippa longicauda,N.E.,NA
W-Iso-256685,NA,NA,NA,Natatolana matong,N.E.,NA
W-Iso-258487,NA,NA,NA,Pendanthura tanaiformis,N.E.,NA
W-Iso-256652,NA,NA,NA,Natatolana anophthalma,N.E.,NA
W-Iso-261863,NA,NA,NA,Paraleptosphaeroma glynni,N.E.,NA
W-Iso-257358,NA,NA,NA,Paridotea collingei,N.E.,NA
ITS-551529,NA,NA,NA,Bentheogennema stephenseni,N.E.,NA
ITS-551539,NA,NA,NA,Benthesicymus urinator,N.E.,NA
W-Iso-262989,NA,NA,NA,Serolella pagenstecheri,N.E.,NA
W-Iso-257419,NA,NA,NA,Synidotea watsonae,N.E.,NA
ITS-551516,NA,NA,NA,Aristeus mabahissae,N.E.,NA
ITS-551603,NA,NA,NA,Metapenaeopsis distincta,N.E.,NA
ITS-551629,NA,NA,NA,Metapenaeopsis quinquedentata,N.E.,NA
ITS-551672,NA,NA,NA,Trachysalambria brevisuturae,N.E.,NA
ITS-551710,NA,NA,NA,Sicyonia curvirostris,N.E.,NA
ITS-552838,NA,NA,NA,Callianassa japonica,N.E.,NA
ITS-564718,NA,NA,NA,Bouvieraxius rudis,N.E.,NA
SLB-155280,NA,NA,NA,Kemponia nilandensis,N.E.,NA
ITS-612586,NA,NA,NA,Anchistus australis,N.E.,NA
W-Bch-442580,NA,NA,NA,Pilumnus taeniola,N.E.,NA
ITS-659871,NA,NA,NA,Cinetorhynchus hendersoni,N.E.,NA
ITS-612330,NA,NA,NA,Periclimenaeus bidentatus,N.E.,NA
W-Bch-442693,NA,NA,NA,Chaceon bicolor,N.E.,NA
W-Bch-441126,NA,NA,NA,Ebalia jordani,N.E.,NA
ITS-659836,NA,NA,NA,Stenopus pyrsonotus,N.E.,NA
ITS-660010,NA,NA,NA,Plesionika trispinus,N.E.,NA
ITS-660202,NA,NA,NA,Pygmaeopagurus hadrochirus,N.E.,NA
ITS-660214,NA,NA,NA,Paragiopagurus tuberculosus,N.E.,NA
SLB-9979,NA,NA,NA,Dromia wilsoni,N.E.,NA
W-Bch-440209,NA,NA,NA,Paromola japonica,N.E.,NA
W-Bch-208764,NA,NA,NA,Lissocarcinus laevis,N.E.,NA
W-Bch-208799,NA,NA,NA,Portunus macrophthalmus,N.E.,NA
SLB-12274,NA,NA,NA,Thalamita dakini,N.E.,NA
W-Bch-444157,NA,NA,NA,Medaeus elegans,N.E.,NA
W-Bch-209094,NA,NA,NA,Xanthias canaliculatus,N.E.,NA
W-Bch-442216,NA,NA,NA,Pseudopalicus oahuensis,N.E.,NA
W-Bch-207532,NA,NA,NA,Geograpsus crinipes,N.E.,NA
W-Bch-422194,NA,NA,NA,Armases ricordi,N.E.,NA
W-Iso-260366,NA,NA,NA,Excorallana delaneyi,N.E.,NA
ITS-90492,NA,NA,NA,Parapseudomma calloplura,N.E.,NA
ITS-90682,NA,NA,NA,Leptomysis mediterranea,N.E.,NA
W-Iso-258365,NA,NA,NA,Isocladus armatus,N.E.,NA
W-Iso-148645,NA,NA,NA,Limnoria tripunctata,N.E.,NA
W-Tnd-136554,NA,NA,NA,Typhlotanais brevicornis,N.E.,NA
W-Iso-255590,NA,NA,NA,Paranthura infundibulata,N.E.,NA
ITS-95070,NA,NA,NA,Skaptopus brychius,N.E.,NA
ITS-95840,NA,NA,NA,Metapenaeus tenuipes,N.E.,NA
ITS-95799,NA,NA,NA,Metapenaeus conjunctus,N.E.,NA
ITS-96024,NA,NA,NA,Haliporoides triarthrus,N.E.,NA
SLB-9211,NA,NA,NA,Benthesicymus crenatus,N.E.,NA
ITS-96093,NA,NA,NA,Benthonectes filipes,N.E.,NA
ITS-96111,NA,NA,NA,Hymenodora gracilis,N.E.,NA
ITS-96160,NA,NA,NA,Stylodactylus licinus,N.E.,NA
ITS-97045,NA,NA,NA,Plesionika williamsi,N.E.,NA
ITS-98155,NA,NA,NA,Paguristes ulreyi,N.E.,NA
ITS-99169,NA,NA,NA,Cloridopsis dubia,N.E.,NA
WBD-Eup-51,NA,NA,NA,Nematoscelis atlantica,N.E.,NA
ITS-87294,NA,NA,NA,Aegisthus mucronatus,N.E.,NA
ITS-84714,NA,NA,NA,Cyprideis torosa,N.E.,NA
ITS-85107,NA,NA,NA,Xestoleberis aurantia,N.E.,NA
W-Pol-337587,NA,NA,NA,Phyllodoce panamensis,N.E.,NA
SLB-192740,NA,NA,NA,Scyphoproctus armatus,N.E.,NA
W-Pol-327825,NA,NA,NA,Euniphysa aculeata,N.E.,NA
W-Pol-209642,NA,NA,NA,Paralepidonotus indicus,N.E.,NA
W-Pol-332000,NA,NA,NA,Sphaerosyllis bilobata,N.E.,NA
W-Pol-327710,NA,NA,NA,Eunice laticeps,N.E.,NA
W-Pol-332921,NA,NA,NA,Americonuphis magna,N.E.,NA
W-Pol-129889,NA,NA,NA,Mastobranchus trinchesii,N.E.,NA
W-Pol-332898,NA,NA,NA,Aglaophamus lyrochaetus,N.E.,NA
W-Pol-130929,NA,NA,NA,Megalomma vesiculosum,N.E.,NA
W-Pol-327435,NA,NA,NA,Dodecaceria fewkesi,N.E.,NA
SLB-4539,NA,NA,NA,Axiothella mucosa,N.E.,NA
W-Pol-131020,NA,NA,NA,Metavermilia multicristata,N.E.,NA
Hex-5992,NA,NA,NA,Halcampoides purpurea,N.E.,NA
W-Hyd-117411,NA,NA,NA,Lafoeina maxima,N.E.,NA
W-Hyd-284646,NA,NA,NA,Eudendrium attenuatum,N.E.,NA
W-Hyd-288110,NA,NA,NA,Zancleopsis dichotoma,N.E.,NA
W-Hyd-285553,NA,NA,NA,Sertularella robusta,N.E.,NA
URM-Cn-4415,NA,NA,NA,Pachycerianthus fimbriatus,N.E.,NA
W-Hyd-285431,NA,NA,NA,Diphasia tropica,N.E.,NA
W-Hyd-285265,NA,NA,NA,Plumularia margaretta,N.E.,NA
W-Hyd-287481,NA,NA,NA,Hincksella cylindrica,N.E.,NA
W-Oct-287562,NA,NA,NA,Muricea fruticosa,N.E.,NA
W-Hyd-285884,NA,NA,NA,Stylaster horologium,N.E.,NA
W-Hyd-287297,NA,NA,NA,Halopteris carinata,N.E.,NA
W-Hyd-117536,NA,NA,NA,Eucheilota paradoxica,N.E.,NA
W-Hyd-285782,NA,NA,NA,Crypthelia fragilis,N.E.,NA
W-Hyd-291171,NA,NA,NA,Systemapora ornata,N.E.,NA
W-Hyd-287506,NA,NA,NA,Conopora candelabrum,N.E.,NA
W-Hyd-135440,NA,NA,NA,Lensia subtiloides,N.E.,NA
SLB-65076,NA,NA,NA,Sphaeronectes gracilis,N.E.,NA
URM-Cn-4932,NA,NA,NA,Montipora solanderi,N.E.,NA
URM-Cn-5043,NA,NA,NA,Caryophyllia cyathus,N.E.,NA
URM-Cn-5101,NA,NA,NA,Coenocyathus brooki,N.E.,NA
URM-Cn-5255,NA,NA,NA,Stephanocyathus moseleyanus,N.E.,NA
URM-Cn-5305,NA,NA,NA,Vaughanella concinna,N.E.,NA
URM-Cn-5392,NA,NA,NA,Dendrophyllia cornigera,N.E.,NA
W-Msc-140588,NA,NA,NA,Nucula hanleyi,N.E.,NA
W-Msc-397161,NA,NA,NA,Ostrea conchaphila,N.E.,NA
W-Msc-156920,NA,NA,NA,Nuculana caudata,N.E.,NA
W-Msc-420674,NA,NA,NA,Nuculana carpenteri,N.E.,NA
SLB-69472,NA,NA,NA,Cyclopecten nanus,N.E.,NA
W-Msc-464137,NA,NA,NA,Divalinga quadrisulcata,N.E.,NA
W-Msc-394070,NA,NA,NA,Euvola raveneli,N.E.,NA
W-Msc-505934,NA,NA,NA,Adula californiensis,N.E.,NA
SLB-69074,NA,NA,NA,Lithophaga antillarum,N.E.,NA
W-Msc-506174,NA,NA,NA,Septifer rudis,N.E.,NA
W-Msc-420912,NA,NA,NA,Ervilia nitens,N.E.,NA
W-Msc-420817,NA,NA,NA,Chama lactuca,N.E.,NA
W-Msc-156225,NA,NA,NA,Macoma loveni,N.E.,NA
W-Msc-420796,NA,NA,NA,Myrtea sagrinata,N.E.,NA
W-Msc-420823,NA,NA,NA,Erycina periscopiana,N.E.,NA
W-Msc-420904,NA,NA,NA,Donax texasianus,N.E.,NA
W-Msc-507009,NA,NA,NA,Parapholas californica,N.E.,NA
W-Ase-255087,NA,NA,NA,Myxoderma sacculatum,N.E.,NA
W-Oph-243980,NA,NA,NA,Ophioplocus esmarki,N.E.,NA
W-Oph-243584,NA,NA,NA,Ophiocomella ophiactoides,N.E.,NA
W-Msc-139436,NA,NA,NA,Cardiomya striata,N.E.,NA
W-Ase-368805,NA,NA,NA,Ceramaster clarki,N.E.,NA
SLB-65747,NA,NA,NA,Hippasteria spinosa,N.E.,NA
W-Oph-213097,NA,NA,NA,Ophiolimna perfida,N.E.,NA
W-Oph-125033,NA,NA,NA,Ophiolimna bairdi,N.E.,NA
SLB-66324,NA,NA,NA,Ophiopthalmus cataleimmoidus,N.E.,NA
W-Ase-123803,NA,NA,NA,Marthasterias glacialis,N.E.,NA
W-Oph-244266,NA,NA,NA,Ophiura cryptolepis,N.E.,NA
SLB-66452,NA,NA,NA,Ophiura irrorata,N.E.,NA
W-Hol-124801,NA,NA,NA,Molpadia musculus,N.E.,NA
W-Por-164164,NA,NA,NA,Eilhardia schulzei,N.E.,NA
W-Bry-469253,NA,NA,NA,Alderina tuberosa,N.E.,NA
W-Por-169017,NA,NA,NA,Monanchora clathrata,N.E.,NA
W-Por-168699,NA,NA,NA,Mycale parishi,N.E.,NA
W-Por-184445,NA,NA,NA,Smenospongia aurea,N.E.,NA
