iucn_sid,pop_trend,am_sid,sciname,trend_score
18125145,unknown,Fis-23757,Raniceps raninus,NA
18125208,increasing,Fis-23875,Trisopterus esmarkii,0.5
18125362,unknown,Fis-23439,Ciliata mustela,NA
18125379,unknown,Fis-23440,Ciliata septentrionalis,NA
18125776,unknown,Fis-25475,Coryphaenoides armatus,NA
18125838,unknown,Fis-50846,Coryphaenoides profundicolus,NA
18127741,unknown,Fis-31020,Ceratias holboelli,NA
18127783,unknown,Fis-132242,Chaunax suttkusi,NA
18127809,unknown,Fis-148858,Bufoceratias wedli,NA
18127836,unknown,Fis-30110,Himantolophus groenlandicus,NA
18127840,unknown,Fis-64697,Melanocetus johnsonii,NA
18128090,unknown,Fis-50483,Oneirodes carlsbergi,NA
18128749,unknown,Fis-50491,Oneirodes eschrichtii,NA
18128938,unknown,Fis-26366,Lampanyctus macdonaldi,NA
18138825,unknown,Fis-27227,Bassozetus taenia,NA
18138869,unknown,Fis-25453,Monomitopus metriostoma,NA
18139045,unknown,Fis-27245,Spectrunculus grandis,NA
18139074,unknown,Fis-33746,Alepocephalus productus,NA
18139615,stable,Fis-27931,Conocara murrayi,0
18140291,stable,Fis-26351,Narcetes stomias,0
18140358,unknown,Fis-139718,Bathylagichthys greyae,NA
18140736,unknown,Fis-139727,Dolicholagus longirostris,NA
18140829,unknown,Fis-33193,Opisthoproctus grimaldii,NA
18155920,unknown,Fis-32336,Opisthoproctus soleatus,NA
18155933,unknown,Fis-28109,Barbantus curvifrons,NA
18155939,unknown,Fis-34480,Holtbyrnia anomala,NA
18155943,unknown,Fis-34502,Holtbyrnia macrops,NA
18155946,unknown,Fis-33786,Maulisia mauli,NA
18155949,decreasing,Fis-14348,Normichthys operosus,-0.5
18155952,unknown,Fis-28120,Sagamichthys schnakenbecki,NA
18155963,unknown,Fis-22762,Gymnammodytes semisquamatus,NA
18155982,unknown,Fis-23559,Hyperoplus lanceolatus,NA
18158219,unknown,Fis-23325,Alepes djedaba,NA
18158262,unknown,Fis-23801,Selar boops,NA
18158331,stable,Fis-22956,Selene dorsalis,0
18158359,unknown,Fis-30651,Seriola carpenteri,NA
18158445,unknown,Fis-51526,Platyberyx opalescens,NA
18158583,stable,Fis-32421,Nesiarchus nasutus,0
18159126,unknown,Fis-22741,Buenia jeffreysii,NA
18159556,unknown,Fis-32475,Gobius gasteveni,NA
18159817,stable,Fis-22761,Gobiusculus flavescens,0
18159823,stable,Fis-23170,Lebetus scorpioides,0
18160428,unknown,Fis-150650,Lesueurigobius sanzi,NA
18160573,stable,Fis-27323,Pomatoschistus lozanoi,0
18161514,unknown,Fis-52535,Vanneaugobius pruvoti,NA
18177478,decreasing,Fis-29492,Pseudupeneus prayensis,-0.5
18177499,stable,Fis-25118,Upeneus moluccensis,0
18180983,unknown,Fis-57570,Pachycara bulbiceps,NA
18180998,unknown,Fis-52114,Pachycara crassiceps,NA
18214519,unknown,Fis-21893,Bothus pantherinus,NA
18214863,increasing,Fis-12972,Limanda limanda,0.5
18227064,stable,Fis-24267,Phrynorhombus norvegicus,0
18227109,unknown,Fis-33181,Cyema atrum,NA
18227119,unknown,Fis-31004,Eurypharynx pelecanoides,NA
18227123,unknown,Fis-27303,Saccopharynx ampullaceus,NA
18227168,increasing,Fis-22710,Agonus cataphractus,0.5
18237151,unknown,Fis-62885,Micrenophrys lilljeborgii,NA
18237707,unknown,Fis-23599,Liparis montagui,NA
18252612,stable,Fis-31240,Cyclothone acclinidens,0
18252616,unknown,Fis-33739,Cyclothone livida,NA
18252619,stable,Fis-32102,Cyclothone pallida,0
18252629,stable,Fis-32103,Cyclothone pseudopallida,0
18252702,stable,Fis-33789,Diplophos taenia,0
18252853,unknown,Fis-162325,Sigmops bathyphilus,NA
18252952,unknown,Fis-26522,Vinciguerria nimbaria,NA
18253276,unknown,Fis-29290,Argyropelecus aculeatus,NA
18253282,unknown,Fis-29669,Argyropelecus gigas,NA
18253296,unknown,Fis-32330,Sternoptyx diaphana,NA
18253303,unknown,Fis-28170,Valenciennellus tripunctulatus,NA
18256458,unknown,Fis-28184,Bathophilus digitatus,NA
18256490,unknown,Fis-28188,Bathophilus vaillanti,NA
18256560,unknown,Fis-33821,Echiostoma barbatum,NA
18256943,unknown,Fis-34815,Eustomias obscurus,NA
18256992,unknown,Fis-28192,Flagellostomias boureei,NA
18257189,unknown,Fis-34824,Grammatostomias flagellibarba,NA
18257198,unknown,Fis-34854,Idiacanthus fasciola,NA
18257269,unknown,Fis-28196,Leptostomias gladiator,NA
18257303,unknown,Fis-34827,Melanostomias bartonbeani,NA
18257309,unknown,Fis-32334,Melanostomias valdiviae,NA
18257331,unknown,Fis-27692,Neonesthes capensis,NA
18257417,unknown,Fis-28201,Pachystomias microdon,NA
18257501,unknown,Fis-28178,Rhadinesthes decimus,NA
18257533,unknown,Fis-34788,Stomias brevibarbatus,NA
18257655,unknown,Fis-28182,Stomias longibarbatus,NA
18257684,unknown,Fis-32108,Trigonolampa miriceps,NA
18257696,unknown,Fis-33203,Grammicolepis brachiusculus,NA
18257762,stable,Fis-23825,Spinachia spinachia,0
18257780,unknown,Fis-31390,Fistularia commersonii,NA
18258072,stable,Fis-22757,Entelurus aequoreus,0
18258202,unknown,Fis-26617,Nerophis lumbriciformis,NA
18258249,stable,Fis-30697,Syngnathus rostellatus,0
18258584,unknown,Fis-27327,Apletodon bacescui,NA
18263684,stable,Fis-113043,Petroscirtes ancylodon,0
18486e3,stable,NA,Hemidactylus boavistensis,0
18584848,decreasing,Fis-27224,Pristis pristis,-0.5
19014407,stable,Fis-24899,Platichthys stellatus,0
19708780,unknown,NA,Holothuria austrinabassa,NA
19709103,unknown,NA,Holothuria immobilis,NA
19710303,unknown,NA,Holothuria insignis,NA
19710863,unknown,NA,Holothuria isuga,NA
19710984,unknown,NA,Holothuria manningi,NA
19711112,unknown,NA,Holothuria pluricuriosa,NA
19711306,unknown,NA,Holothuria rathbunii,NA
19711843,unknown,NA,Apostichopus leukothele,NA
19712646,unknown,NA,Amphigymnas bahamensis,NA
19715612,unknown,NA,Bathyplotes golden-hindi,NA
19717202,unknown,NA,Benthothuria cristata,NA
19717509,unknown,NA,Capheira sulcata,NA
19718050,unknown,NA,Capheira mollis,NA
19718342,unknown,NA,Hansenothuria benti,NA
19718927,unknown,NA,Mesothuria gargantua,NA
19719913,unknown,NA,Mesothuria magellani,NA
19720016,unknown,NA,Mesothuria megapoda,NA
19720962,unknown,NA,Molpadiodemas violaceus,NA
19723127,unknown,NA,Paroriza grevei,NA
19743027,unknown,NA,Paelopatides mammillatus,NA
19743050,unknown,NA,Paelopatides retifer,NA
19743079,unknown,NA,Pseudostichopus elegans,NA
19743094,unknown,NA,Pseudostichopus hyalegerus,NA
19743115,unknown,NA,Synallactes aenigma,NA
19743123,unknown,NA,Synallactes alexandri,NA
19743170,unknown,NA,Synallactes challengeri,NA
19743257,unknown,NA,Synallactes gilberti,NA
19743295,unknown,NA,Synallactes horridus,NA
19743419,unknown,NA,Synallactes nozawai,NA
19743604,unknown,NA,Synallactes sagamiensis,NA
19743631,unknown,NA,Synallactes triradiata,NA
19922686,stable,Fis-30040,Gasterosteus wheatlandi,0
20249232,stable,Fis-23042,Caesio cuning,0
20249446,unknown,Fis-29306,Caesio lunaris,NA
20250059,unknown,Fis-29309,Caesio teres,NA
20250214,unknown,Fis-29311,Caesio xanthonota,NA
20251047,unknown,Fis-23111,Dipterygonotus balteatus,NA
20251507,unknown,Fis-23230,Pterocaesio chrysozona,NA
20253006,unknown,Fis-29497,Pterocaesio tessellata,NA
20253151,unknown,Fis-23233,Pterocaesio tile,NA
20253300,unknown,Fis-8344,Alectis indica,NA
20255775,unknown,Fis-47256,Alepes apercna,NA
20256067,unknown,Fis-142089,Alepes kleinii,NA
20256729,unknown,Fis-23387,Atule mate,NA
20257324,unknown,Fis-25116,Carangoides chrysophrys,NA
20429419,unknown,Fis-148491,Carangoides coeruleopinnatus,NA
20429438,unknown,Fis-29760,Carangoides dinema,NA
20429448,unknown,Fis-23415,Carangoides equula,NA
20429455,unknown,Fis-23416,Carangoides ferdau,NA
20429462,unknown,Fis-23417,Carangoides fulvoguttatus,NA
20429787,unknown,Fis-23420,Carangoides hedlandensis,NA
20429793,unknown,Fis-23421,Carangoides humerosus,NA
20429800,unknown,Fis-25117,Carangoides malabaricus,NA
20429854,unknown,Fis-23425,Carangoides oblongus,NA
20429869,unknown,Fis-21857,Carangoides orthogrammus,NA
20429950,stable,Fis-29763,Carangoides plagiotaenia,0
20430011,unknown,Fis-29767,Carangoides talamparoides,NA
20430563,unknown,Fis-23419,Caranx heberi,NA
20430651,unknown,Fis-23422,Caranx ignobilis,NA
20430679,unknown,Fis-29762,Caranx melampygus,NA
20430774,unknown,Fis-31816,Caranx papuensis,NA
20430800,unknown,Fis-29768,Caranx tille,NA
20431518,unknown,Fis-29908,Decapterus macrosoma,NA
20431538,unknown,Fis-28451,Decapterus muroadsi,NA
20432158,unknown,Fis-22901,Megalaspis cordyla,NA
20432226,unknown,Fis-23317,Pantolabus radiatus,NA
20434679,unknown,Fis-30612,Scomberoides commersonnianus,NA
20434766,unknown,Fis-23798,Scomberoides lysan,NA
20435070,unknown,Fis-23799,Scomberoides tala,NA
20435185,unknown,Fis-23800,Scomberoides tol,NA
20435470,unknown,Fis-22955,Selaroides leptolepis,NA
20435675,unknown,Fis-30652,Seriola hippos,NA
20435980,unknown,Fis-23809,Seriolina nigrofasciata,NA
20436473,unknown,Fis-23861,Trachinotus baillonii,NA
20436497,unknown,Fis-23862,Trachinotus blochii,NA
20437309,unknown,Fis-22371,Trachinotus coppingeri,NA
20661580,unknown,Fis-24260,Parasudis truculenta,NA
20662018,unknown,Fis-49920,Rosenblattichthys hubbsi,NA
20662028,unknown,Fis-49921,Scopelarchoides danae,NA
20662040,unknown,Fis-34956,Kryptophanaron alfredi,NA
20662092,unknown,Fis-23360,Anchoviella lepidentostole,NA
20662958,unknown,Fis-24622,Fundulus majalis,NA
20663855,unknown,Fis-31163,Dibranchus atlanticus,NA
20663917,unknown,Fis-143532,Dibranchus tremendus,NA
20664078,unknown,Fis-24663,Halieutichthys aculeatus,NA
20664248,stable,Fis-61280,Ogcocephalus cubifrons,0
20664320,unknown,Fis-24823,Ogcocephalus nasutus,NA
20664578,unknown,Fis-64694,Ogcocephalus notatus,NA
20664652,unknown,Fis-30430,Ogcocephalus parvus,NA
20664658,unknown,Fis-34964,Ogcocephalus rostellum,NA
20664969,unknown,Fis-138180,Lepophidium marmoratum,NA
20665034,unknown,Fis-132598,Neobythites monocellatus,NA
20665159,unknown,Fis-120918,Snyderidia canina,NA
20665243,unknown,Fis-22223,Verilus sordidus,NA
20665551,unknown,Fis-32839,Diplospinus multistriatus,NA
20665743,unknown,Fis-168311,Howella atlantica,NA
20666166,unknown,Fis-30669,Sphyraena borealis,NA
20666310,unknown,Fis-27057,Benthodesmus tenuis,NA
20666401,unknown,Fis-138829,Anthias woodsi,NA
20672310,unknown,Fis-35190,Trichopsetta melasma,NA
20672326,unknown,Fis-141443,Citharichthys dinoceros,NA
20675303,unknown,Fis-167944,Lepophidium crossotum,NA
20675356,unknown,Fis-167929,Lepophidium entomelan,NA
20675360,unknown,Fis-169714,Lepophidium gilmorei,NA
20675416,unknown,Fis-167945,Lepophidium wileyi,NA
20885884,unknown,Fis-23464,Cypselurus comatus,NA
20885891,stable,Fis-131280,Parexocoetus hillianus,0
20885933,unknown,Fis-27608,Paralepis elongata,NA
21101200,unknown,Fis-164211,Dolichopteroides binocularis,NA
21101322,unknown,Fis-33194,Winteria telescopa,NA
21103888,unknown,Fis-124812,Holtbyrnia cyanocephala,NA
21104612,unknown,Fis-28112,Holtbyrnia innesi,NA
21108245,unknown,Fis-33787,Maulisia microlepis,NA
21110056,unknown,Fis-27275,Diretmoides pauciradiatus,NA
21110117,stable,Fis-31398,Hoplostethus cadenati,0
21110276,unknown,Fis-30920,Barbourisia rufa,NA
21110389,unknown,Fis-50088,Apletodon pellegrini,NA
21112632,unknown,Fis-33217,Radiicephalus elongatus,NA
21112669,unknown,Fis-30682,Stylephorus chordatus,NA
21112742,unknown,Fis-34086,Zu elongatus,NA
21112836,unknown,Fis-50145,Fowlerichthys senegalensis,NA
21112867,unknown,Fis-50370,Caulophryne polynema,NA
21112879,unknown,Fis-50569,Ceratias uranoscopus,NA
21112889,unknown,Fis-50623,Linophryne arborifera,NA
21112898,unknown,Fis-50633,Linophryne pennibarbata,NA
21112967,unknown,Fis-50442,Dolopichthys dinema,NA
21112977,unknown,Fis-50554,Oneirodes theodoritissieri,NA
21112990,unknown,Fis-52357,Draculo shango,NA
21113038,stable,Fis-160193,Caranx fischeri,0
21113041,stable,Fis-29765,Caranx senegallus,0
21113051,stable,Fis-19286,Hemicaranx bicolor,0
21113090,unknown,Fis-30727,Trachinotus goreensis,NA
21113095,unknown,Fis-30730,Trachinotus maxillosus,NA
21113098,unknown,Fis-30733,Trachinotus teraia,NA
21113110,stable,Fis-29574,Trachurus trecae,0
21113133,unknown,Fis-27707,Schedophilus huttoni,NA
21113146,unknown,Fis-59915,Schedophilus velaini,NA
21113900,unknown,Fis-50454,Dysalotus alcocki,NA
21113904,unknown,Fis-50458,Kali indica,NA
21115046,unknown,Fis-33811,Centrarchops chapini,NA
21115107,unknown,Fis-29366,Drepane africana,NA
21128493,unknown,Fis-31157,Chaetodipterus lippei,NA
21128498,unknown,Fis-31156,Ephippus goreensis,NA
21129279,unknown,Fis-33717,Gerres nigri,NA
21130020,unknown,Fis-52384,Corcyrogobius lubbocki,NA
21130196,stable,Fis-52461,Gorogobius nigricinctus,0
21130837,unknown,Fis-52481,Lesueurigobius koumansi,NA
21130938,unknown,Fis-25460,Thorogobius angolensis,NA
21130959,unknown,Fis-52528,Thorogobius rofeni,NA
21130979,unknown,Fis-52531,Vanneaugobius canariensis,NA
21131347,stable,Fis-27600,Wheelerigobius maltzani,0
21131962,unknown,Fis-51816,Girella zonata,NA
21132053,unknown,Fis-24723,Labrisomus nuchipinnis,NA
21132290,unknown,Fis-33813,Bembrops greyi,NA
21132305,unknown,Fis-25387,Bembrops heterurus,NA
21132319,unknown,Fis-22877,Galeoides decadactylus,NA
21132344,decreasing,Fis-22929,Pentanemus quinquarius,-0.5
21132355,stable,Fis-115175,Polydactylus quadrifilis,0
21132418,decreasing,Fis-30979,Scombrolabrax heterolepis,-0.5
21132575,unknown,NA,Pseudogramma guineensis,NA
21132618,unknown,Fis-25426,Serranus accraensis,NA
21132622,unknown,Fis-35644,Serranus sanctaehelenae,NA
21132654,unknown,Fis-25457,Serranus africanus,NA
21132659,unknown,Fis-31201,Trachinus armatus,NA
21132672,unknown,Fis-32889,Aphanopus intermedius,NA
21132679,unknown,Fis-32952,Lepidopus dubius,NA
21132707,unknown,Fis-31207,Uranoscopus albesca,NA
21132710,unknown,Fis-31208,Uranoscopus cadenati,NA
21132724,unknown,Fis-117109,Pachycara crossacanthum,NA
21132774,unknown,Fis-33182,Saccopharynx ramosus,NA
21132808,unknown,Fis-33152,Melamphaes eulepis,NA
21132819,unknown,Fis-33154,Melamphaes leprus,NA
21132822,unknown,Fis-50301,Melamphaes simus,NA
21132825,unknown,Fis-33740,Cyclothone obscura,NA
21132828,stable,Fis-58515,Gonostoma atlanticum,0
21132839,unknown,Fis-26851,Triplophos hemingi,NA
21132848,unknown,Fis-27696,Phosichthys argenteus,NA
21132856,stable,Fis-32658,Yarrella blackfordi,0
21132859,unknown,Fis-32332,Argyropelecus sladeni,NA
21132879,unknown,Fis-33795,Polyipnus polli,NA
21132882,unknown,Fis-125887,Maurolicus walvisensis,NA
21132898,unknown,Fis-34847,Aristostomias polydactylus,NA
21132901,unknown,Fis-34849,Aristostomias xenostoma,NA
21132906,unknown,Fis-34774,Astronesthes caulophorus,NA
21132910,unknown,Fis-33819,Astronesthes indicus,NA
21132914,unknown,Fis-34778,Astronesthes micropogon,NA
21132928,unknown,Fis-34790,Bathophilus brevis,NA
21132935,unknown,Fis-28185,Bathophilus longipinnis,NA
21132953,unknown,Fis-34792,Bathophilus pawneei,NA
21132963,unknown,Fis-25477,Borostomias elucens,NA
21132976,unknown,Fis-34786,Chauliodus minimus,NA
21132979,unknown,Fis-31402,Chauliodus schmidti,NA
21132986,unknown,Fis-34805,Eustomias enbarbatus,NA
21132989,unknown,Fis-34806,Eustomias fissibarbis,NA
21133003,unknown,Fis-34813,Eustomias melanonema,NA
21133018,unknown,Fis-49752,Grammatostomias dentatus,NA
21133028,unknown,Fis-34782,Heterophotus ophistoma,NA
21133032,unknown,Fis-32106,Idiacanthus atlanticus,NA
21133050,unknown,Fis-28200,Melanostomias tentaculatus,NA
21133058,unknown,Fis-49750,Neonesthes microcephalus,NA
21133067,unknown,Fis-31322,Odontostomias micropogon,NA
21133091,unknown,Fis-27695,Photonectes braueri,NA
21133108,unknown,Fis-28203,Photonectes margarita,NA
21133116,unknown,Fis-34838,Photonectes mirabilis,NA
21133121,unknown,Fis-33797,Stomias affinis,NA
21133131,unknown,Fis-34789,Stomias lampropeltis,NA
21133167,unknown,Fis-34842,Thysanactis dentex,NA
21133172,unknown,Fis-33222,Aulostomus strigosus,NA
21133190,unknown,Fis-33207,Allocyttus guineensis,NA
21133195,stable,Fis-27309,Allocyttus verrucosus,0
21133207,stable,Fis-25432,Zenion hololepis,0
22678576,decreasing,NA,Macrocephalon maleo,-0.5
22678588,decreasing,NA,Megapodius cumingii,-0.5
22678611,decreasing,NA,Megapodius eremita,-0.5
22678620,decreasing,NA,Megapodius laperouse,-0.5
22678625,decreasing,NA,Megapodius pritchardii,-0.5
22678632,decreasing,NA,Eulipoa wallacei,-0.5
22679770,increasing,NA,Dendrocygna arborea,0.5
22679814,decreasing,NA,Oxyura leucocephala,-0.5
22679830,decreasing,NA,Biziura lobata,-0.5
22679836,stable,NA,Stictonetta naevosa,0
22679839,increasing,NA,Cygnus olor,0.5
22679843,stable,NA,Cygnus atratus,0
22679846,stable,NA,Cygnus melancoryphus,0
22679859,increasing,NA,Cygnus buccinator,0.5
22679869,decreasing,NA,Anser cygnoid,-0.5
22679872,increasing,NA,Anser brachyrhynchus,0.5
22679881,unknown,NA,Anser albifrons,NA
22679896,increasing,NA,Anser caerulescens,0.5
22679919,decreasing,NA,Anser canagicus,-0.5
22679943,increasing,NA,Branta leucopsis,0.5
22679946,unknown,NA,Branta bernicla,NA
22679954,decreasing,NA,Branta ruficollis,-0.5
22679958,stable,NA,Cereopsis novaehollandiae,0
22679978,stable,NA,Chloephaga hybrida,0
22680011,increasing,NA,Tadorna tadornoides,0.5
22680015,stable,NA,Tadorna variegata,0
22680021,unknown,NA,Tadorna cristata,NA
22680024,increasing,NA,Tadorna tadorna,0.5
22680029,decreasing,NA,Radjah radjah,-0.5
22680033,stable,ITS-175220,Tachyeres pteneres,0
22680038,decreasing,ITS-553910,Tachyeres leucocephalus,-0.5
22680047,stable,ITS-553911,Tachyeres brachypterus,0
22680052,decreasing,ITS-175219,Tachyeres patachonicus,-0.5
22680086,decreasing,NA,Nettapus pulchellus,-0.5
22680130,stable,NA,Lophonetta specularioides,0
22680145,increasing,NA,Anas capensis,0.5
22680153,decreasing,NA,Mareca falcata,-0.5
22680157,decreasing,NA,Mareca penelope,-0.5
22680163,stable,NA,Mareca americana,0
22680170,decreasing,NA,Anas sparsa,-0.5
22680174,decreasing,NA,Anas rubripes,-0.5
22680178,decreasing,NA,Anas fulvigula,-0.5
22680199,decreasing,NA,Anas wyvilliana,-0.5
22680203,increasing,NA,Anas laysanensis,0.5
22680214,decreasing,NA,Anas luzonica,-0.5
22680221,stable,NA,Anas undulata,0
22680229,decreasing,NA,Spatula discors,-0.5
22680236,increasing,NA,Spatula smithii,0.5
22680240,stable,NA,Spatula platalea,0
22680243,stable,NA,Spatula rhynchotis,0
22680247,decreasing,NA,Spatula clypeata,-0.5
22680252,decreasing,NA,Anas bernieri,-0.5
22680271,decreasing,NA,Anas gracilis,-0.5
22680277,stable,NA,Anas castanea,0
22680280,stable,NA,Anas aucklandica,0
22680287,decreasing,NA,Anas bahamensis,-0.5
22680301,decreasing,NA,Anas acuta,-0.5
22680306,decreasing,NA,Anas eatoni,-0.5
22680310,decreasing,NA,Anas georgica,-0.5
22680313,decreasing,NA,Spatula querquedula,-0.5
22680339,decreasing,NA,Marmaronetta angustirostris,-0.5
22680358,decreasing,NA,Aythya ferina,-0.5
22680364,decreasing,NA,Aythya valisineria,-0.5
22680367,increasing,NA,Aythya americana,0.5
22680373,decreasing,NA,Aythya nyroca,-0.5
22680387,stable,NA,Aythya australis,0
22680391,stable,NA,Aythya fuligula,0
22680398,decreasing,NA,Aythya marila,-0.5
22680402,decreasing,NA,Aythya affinis,-0.5
22680405,unknown,ITS-175155,Somateria mollissima,NA
22680409,decreasing,ITS-175160,Somateria spectabilis,-0.5
22680412,decreasing,ITS-175161,Somateria fischeri,-0.5
22680415,decreasing,ITS-175153,Polysticta stelleri,-0.5
22680418,NA,NA,Camptorhynchus labradorius,NA
22680423,increasing,ITS-175149,Histrionicus histrionicus,0.5
22680427,decreasing,ITS-175147,Clangula hyemalis,-0.5
22680441,decreasing,ITS-175170,Melanitta perspicillata,-0.5
22680455,stable,ITS-175141,Bucephala clangula,0
22680459,increasing,ITS-175144,Bucephala islandica,0.5
22680462,increasing,ITS-175145,Bucephala albeola,0.5
22680465,decreasing,NA,Mergellus albellus,-0.5
22680472,increasing,NA,Lophodytes cucullatus,0.5
22680485,stable,ITS-175187,Mergus serrator,0
22680488,decreasing,NA,Mergus squamatus,-0.5
22680492,increasing,NA,Mergus merganser,0.5
22680496,NA,NA,Mergus australis,NA
22680683,decreasing,NA,Jynx torquilla,-0.5
22681885,stable,NA,Trachyphonus margaritatus,0
22683027,unknown,NA,Alcedo atthis,NA
22683033,decreasing,NA,Alcedo semitorquata,-0.5
22683037,stable,NA,Alcedo quadribrachys,0
22683042,decreasing,NA,Alcedo meninting,-0.5
22683045,decreasing,NA,Ceyx azureus,-0.5
22683093,stable,NA,Corythornis vintsioides,0
22683099,stable,NA,Corythornis thomensis,0
22683106,stable,NA,Corythornis nais,0
22683112,stable,NA,Corythornis leucogaster,0
22683117,stable,NA,Alcedo coerulescens,0
22683213,decreasing,NA,Pelargopsis amauroptera,-0.5
22683227,decreasing,NA,Pelargopsis capensis,-0.5
22683230,decreasing,NA,Pelargopsis melanorhyncha,-0.5
22683249,decreasing,NA,Halcyon pileata,-0.5
22683265,decreasing,NA,Halcyon senegaloides,-0.5
22683368,unknown,NA,Todiramphus recurvirostris,NA
22683422,stable,NA,Todiramphus saurophagus,0
22683442,increasing,NA,Todiramphus sanctus,0.5
22683616,decreasing,NA,Megaceryle maxima,-0.5
22683634,increasing,NA,Megaceryle torquata,0.5
22683645,unknown,NA,Ceryle rudis,NA
22683649,stable,NA,Chloroceryle amazona,0
22683652,increasing,NA,Chloroceryle americana,0.5
22683710,increasing,NA,Merops revoilii,0.5
22683740,stable,NA,Merops persicus,0
22683744,stable,NA,Merops superciliosus,0
22683982,stable,NA,Chalcites basalis,0
22685200,decreasing,NA,Neophema petrophila,-0.5
22685203,decreasing,NA,Neophema chrysogaster,-0.5
22686806,unknown,NA,Apus unicolor,NA
22686815,stable,NA,Apus pallidus,0
22686831,stable,NA,Apus berliozi,0
22686839,stable,NA,Apus balstoni,0
22688175,decreasing,NA,Doricha eliza,-0.5
22689032,stable,NA,Scotopelia peli,0
22689535,stable,NA,Asio capensis,0
22689714,decreasing,NA,Chordeiles minor,-0.5
22689906,stable,NA,Caprimulgus mahrattensis,0
22689972,decreasing,NA,Caprimulgus natalensis,-0.5
22689985,stable,NA,Caprimulgus affinis,0
22692073,decreasing,NA,Antigone vipio,-0.5
22692109,stable,NA,Anthropoides paradiseus,0
22692146,increasing,NA,Grus grus,0.5
22692151,increasing,NA,Grus monacha,0.5
22692156,increasing,NA,Grus americana,0.5
22692167,decreasing,NA,Grus japonensis,-0.5
22692353,decreasing,NA,Laterallus jamaicensis,-0.5
22692384,decreasing,NA,Gallirallus australis,-0.5
22692425,stable,NA,Hypotaenidia philippensis,0
22692476,decreasing,NA,Rallus wetmorei,-0.5
22692521,decreasing,NA,Lewinia pectoralis,-0.5
22692535,stable,NA,Dryolimnas cuvieri,0
22692667,unknown,NA,Zapornia pusilla,NA
22692680,unknown,NA,Porzana fluminea,NA
22692687,decreasing,NA,Porzana spiloptera,-0.5
22692705,unknown,NA,Zapornia tabuensis,NA
22692708,NA,NA,Zapornia monasa,NA
22692723,unknown,NA,Amaurornis cinerea,NA
22692778,unknown,NA,Eulabeornis castaneoventris,NA
22692907,decreasing,NA,Fulica cristata,-0.5
22692913,increasing,NA,Fulica atra,0.5
22692920,stable,NA,Fulica alai,0
22693097,decreasing,NA,Gallinago gallinago,-0.5
22693102,unknown,NA,Gallinago nigripennis,NA
22693133,stable,NA,Lymnocryptes minimus,0
22693150,decreasing,NA,Limosa limosa,-0.5
22693154,decreasing,NA,Limosa haemastica,-0.5
22693158,decreasing,NA,Limosa lapponica,-0.5
22693162,decreasing,NA,Limosa fedoa,-0.5
22693178,decreasing,ITS-176599,Numenius phaeopus,-0.5
22693182,decreasing,NA,Numenius tahitiensis,-0.5
22693185,decreasing,NA,Numenius tenuirostris,-0.5
22693190,decreasing,NA,Numenius arquata,-0.5
22693195,decreasing,NA,Numenius americanus,-0.5
22693199,decreasing,NA,Numenius madagascariensis,-0.5
22693207,stable,NA,Tringa erythropus,0
22693211,unknown,NA,Tringa totanus,NA
22693216,decreasing,NA,Tringa stagnatilis,-0.5
22693220,stable,ITS-176624,Tringa nebularia,0
22693225,decreasing,NA,Tringa guttifer,-0.5
22693231,stable,NA,Tringa melanoleuca,0
22693235,decreasing,NA,Tringa flavipes,-0.5
22693251,decreasing,NA,Xenus cinereus,-0.5
22693264,decreasing,ITS-176613,Actitis hypoleucos,-0.5
22693277,decreasing,NA,Actitis macularius,-0.5
22693289,decreasing,NA,Tringa brevipes,-0.5
22693305,stable,NA,Tringa incana,0
22693319,stable,NA,Tringa semipalmata,0
22693336,decreasing,NA,Arenaria interpres,-0.5
22693341,stable,NA,Arenaria melanocephala,0
22693344,decreasing,NA,Limnodromus griseus,-0.5
22693348,unknown,NA,Limnodromus scolopaceus,NA
22693351,decreasing,NA,Limnodromus semipalmatus,-0.5
22693356,decreasing,NA,Calidris virgata,-0.5
22693359,decreasing,NA,Calidris tenuirostris,-0.5
22693363,decreasing,ITS-176642,Calidris canutus,-0.5
22693369,unknown,ITS-176669,Calidris alba,NA
22693373,decreasing,NA,Calidris pusilla,-0.5
22693376,decreasing,NA,Calidris mauri,-0.5
22693379,increasing,NA,Calidris minuta,0.5
22693383,decreasing,NA,Calidris ruficollis,-0.5
22693388,unknown,NA,Calidris temminckii,NA
22693392,unknown,NA,Calidris subminuta,NA
22693396,decreasing,NA,Calidris minutilla,-0.5
22693399,decreasing,NA,Calidris fuscicollis,-0.5
22693404,stable,NA,Calidris bairdii,0
22693408,stable,NA,Calidris melanotos,0
22693414,stable,NA,Calidris acuminata,0
22693420,decreasing,NA,Calidris maritima,-0.5
22693424,decreasing,NA,Calidris ptilocnemis,-0.5
22693427,decreasing,ITS-176661,Calidris alpina,-0.5
22693431,decreasing,ITS-176660,Calidris ferruginea,-0.5
22693452,decreasing,NA,Calidris pygmaea,-0.5
22693464,decreasing,NA,Calidris falcinellus,-0.5
22693468,decreasing,NA,Calidris pugnax,-0.5
22693472,increasing,NA,Steganopus tricolor,0.5
22693490,decreasing,ITS-176735,Phalaropus lobatus,-0.5
22693494,unknown,NA,Phalaropus fulicarius,NA
22693520,decreasing,NA,Nycticryphes semicollaris,-0.5
22693528,stable,NA,Actophilornis africanus,0
